event,game,delta_lead,delta_second,delta_third,delta_fourth,delta_backend_zeroes,ends_remaining,team_a_hammer,LSFE_a,is_even_end,a_margin,a_win_game
2024 Scotties Tournament of Hearts,0c00c629,2,-2,2,8,-2,9,1,1,0,4,0
2024 Scotties Tournament of Hearts,0c00c629,1,-2,-1,0,0,8,0,1,1,-2,0
2024 Scotties Tournament of Hearts,0c00c629,3,0,0,0,0,7,1,1,0,0,0
2024 Scotties Tournament of Hearts,0c00c629,4,0,1,1,0,6,1,1,1,1,0
2024 Scotties Tournament of Hearts,0c00c629,1,-1,6,-8,2,5,0,1,0,-2,0
2024 Scotties Tournament of Hearts,0c00c629,-2,4,-3,-3,0,4,1,1,1,-1,0
2024 Scotties Tournament of Hearts,0c00c629,3,0,-1,-2,0,3,1,1,0,1,0
2024 Scotties Tournament of Hearts,0c00c629,0,4,1,-4,1,2,0,1,1,-2,0
2024 Scotties Tournament of Hearts,0c00c629,3,0,0,0,0,1,1,1,0,0,0
2024 Scotties Tournament of Hearts,0c00c629,2,7,0,-1,-1,0,1,1,1,-1,0
2024 Scotties Tournament of Hearts,c4a19072,0,-1,-1,5,-1,9,1,1,0,2,1
2024 Scotties Tournament of Hearts,c4a19072,-4,1,-2,-2,0,8,0,1,1,-2,1
2024 Scotties Tournament of Hearts,c4a19072,1,4,1,-2,1,7,1,1,0,2,1
2024 Scotties Tournament of Hearts,c4a19072,2,2,0,2,-1,6,0,1,1,-1,1
2024 Scotties Tournament of Hearts,c4a19072,0,2,-1,4,0,5,1,1,0,3,1
2024 Scotties Tournament of Hearts,c4a19072,-3,1,2,3,0,4,0,1,1,1,1
2024 Scotties Tournament of Hearts,c4a19072,2,0,1,6,-2,3,0,1,0,2,1
2024 Scotties Tournament of Hearts,c4a19072,-3,-3,4,-2,-1,2,0,1,1,-1,1
2024 Scotties Tournament of Hearts,c4a19072,-7,-1,1,2,0,1,1,1,0,2,1
2024 Scotties Tournament of Hearts,9d56a244,-1,-3,-1,-3,0,9,1,1,0,1,0
2024 Scotties Tournament of Hearts,9d56a244,-1,3,-2,-4,1,8,0,1,1,-2,0
2024 Scotties Tournament of Hearts,9d56a244,-3,-2,0,-5,1,7,1,1,0,-1,0
2024 Scotties Tournament of Hearts,9d56a244,0,0,-3,-1,0,6,1,1,1,1,0
2024 Scotties Tournament of Hearts,9d56a244,-2,2,1,3,0,5,0,1,0,1,0
2024 Scotties Tournament of Hearts,9d56a244,-2,-4,-3,-4,0,4,0,1,1,-4,0
2024 Scotties Tournament of Hearts,9d56a244,3,-1,-2,-2,1,3,1,1,0,1,0
2024 Scotties Tournament of Hearts,9d56a244,0,-2,6,0,0,2,0,1,1,-1,0
2024 Scotties Tournament of Hearts,9d56a244,0,-5,-1,4,-1,1,1,1,0,2,0
2024 Scotties Tournament of Hearts,9d56a244,1,1,-2,2,0,0,0,1,1,2,0
2024 Scotties Tournament of Hearts,9d56a244,-1,0,-4,-2,0,-1,0,1,0,-1,0
2024 Scotties Tournament of Hearts,d3e71bae,-1,1,-4,2,0,9,0,0,0,0,0
2024 Scotties Tournament of Hearts,d3e71bae,-4,1,1,2,0,8,0,0,1,-2,0
2024 Scotties Tournament of Hearts,d3e71bae,-3,2,1,-3,1,7,1,0,0,1,0
2024 Scotties Tournament of Hearts,d3e71bae,0,-1,0,-5,1,6,0,0,1,-2,0
2024 Scotties Tournament of Hearts,d3e71bae,-1,0,3,-1,-1,5,1,0,0,1,0
2024 Scotties Tournament of Hearts,d3e71bae,-1,-3,0,2,0,4,0,0,1,-1,0
2024 Scotties Tournament of Hearts,d3e71bae,-1,-4,-4,-2,1,3,1,0,0,1,0
2024 Scotties Tournament of Hearts,d3e71bae,2,1,-1,-1,0,2,0,0,1,-1,0
2024 Scotties Tournament of Hearts,d3e71bae,5,1,0,-1,0,1,1,0,0,-1,0
2024 Scotties Tournament of Hearts,97272691,0,2,0,0,0,9,0,0,0,0,1
2024 Scotties Tournament of Hearts,97272691,-4,-1,6,5,-2,8,0,0,1,3,1
2024 Scotties Tournament of Hearts,97272691,3,2,2,0,0,7,0,0,0,-1,1
2024 Scotties Tournament of Hearts,97272691,2,5,-3,-7,1,6,1,0,1,-1,1
2024 Scotties Tournament of Hearts,97272691,0,0,2,0,1,5,1,0,0,0,1
2024 Scotties Tournament of Hearts,97272691,1,5,2,2,0,4,1,0,1,2,1
2024 Scotties Tournament of Hearts,97272691,-2,-1,2,-4,1,3,0,0,0,-2,1
2024 Scotties Tournament of Hearts,97272691,3,0,-3,0,1,2,1,0,1,1,1
2024 Scotties Tournament of Hearts,97272691,0,-1,0,6,-1,1,0,0,0,1,1
2024 Scotties Tournament of Hearts,0e855727,1,1,-4,4,0,9,0,0,0,-1,0
2024 Scotties Tournament of Hearts,0e855727,0,3,-1,-2,0,8,1,0,1,1,0
2024 Scotties Tournament of Hearts,0e855727,-1,-3,0,-4,1,7,0,0,0,-2,0
2024 Scotties Tournament of Hearts,0e855727,-3,0,-2,-5,1,6,1,0,1,-1,0
2024 Scotties Tournament of Hearts,0e855727,-4,0,-1,0,0,5,1,0,0,1,0
2024 Scotties Tournament of Hearts,0e855727,4,0,-5,0,0,4,0,0,1,-2,0
2024 Scotties Tournament of Hearts,0e855727,1,-3,-2,0,0,3,1,0,0,1,0
2024 Scotties Tournament of Hearts,0e855727,0,-4,2,2,-1,2,0,0,1,-1,0
2024 Scotties Tournament of Hearts,0e855727,0,2,-1,-4,0,1,1,0,0,-1,0
2024 Scotties Tournament of Hearts,790a1656,-4,0,0,-6,1,9,1,1,0,-1,0
2024 Scotties Tournament of Hearts,790a1656,2,-1,-1,-1,1,8,1,1,1,-1,0
2024 Scotties Tournament of Hearts,790a1656,0,-2,-5,-4,2,7,1,1,0,-2,0
2024 Scotties Tournament of Hearts,790a1656,0,0,0,-4,1,6,1,1,1,-2,0
2024 Scotties Tournament of Hearts,790a1656,2,-2,-8,1,1,5,1,1,0,1,0
2024 Scotties Tournament of Hearts,790a1656,2,0,0,0,0,4,0,1,1,-1,0
2024 Scotties Tournament of Hearts,790a1656,0,-4,0,3,0,3,1,1,0,2,0
2024 Scotties Tournament of Hearts,790a1656,0,0,2,1,0,2,0,1,1,-1,0
2024 Scotties Tournament of Hearts,024bb63a,-3,-1,-3,-1,0,9,1,1,0,1,1
2024 Scotties Tournament of Hearts,024bb63a,4,1,1,-1,0,8,0,1,1,1,1
2024 Scotties Tournament of Hearts,024bb63a,-4,-2,0,-5,1,7,0,1,0,-3,1
2024 Scotties Tournament of Hearts,024bb63a,0,-3,-1,4,0,6,1,1,1,1,1
2024 Scotties Tournament of Hearts,024bb63a,-2,-2,1,0,0,5,0,1,0,-1,1
2024 Scotties Tournament of Hearts,024bb63a,-2,0,1,-3,1,4,1,1,1,1,1
2024 Scotties Tournament of Hearts,024bb63a,1,2,4,7,-1,3,0,1,0,3,1
2024 Scotties Tournament of Hearts,024bb63a,0,-2,3,-3,0,2,0,1,1,-2,1
2024 Scotties Tournament of Hearts,024bb63a,1,1,0,-3,1,1,1,1,0,1,1
2024 Scotties Tournament of Hearts,024bb63a,0,3,-2,6,-1,0,0,1,1,1,1
2024 Scotties Tournament of Hearts,9441b463,-4,-1,-3,-3,0,9,0,0,0,-2,1
2024 Scotties Tournament of Hearts,9441b463,-1,-1,2,0,0,8,1,0,1,1,1
2024 Scotties Tournament of Hearts,9441b463,0,-1,0,-1,0,7,0,0,0,-2,1
2024 Scotties Tournament of Hearts,9441b463,2,-1,-1,-4,1,6,1,0,1,-2,1
2024 Scotties Tournament of Hearts,9441b463,-2,2,-2,2,0,5,1,0,0,2,1
2024 Scotties Tournament of Hearts,9441b463,0,-1,0,2,0,4,0,0,1,-1,1
2024 Scotties Tournament of Hearts,9441b463,-2,3,-3,5,0,3,1,0,0,2,1
2024 Scotties Tournament of Hearts,9441b463,2,0,1,2,-1,2,0,0,1,1,1
2024 Scotties Tournament of Hearts,9441b463,-1,3,3,5,-1,1,0,0,0,3,1
2024 Scotties Tournament of Hearts,9441b463,0,3,1,-1,0,0,0,0,1,-2,1
2024 Scotties Tournament of Hearts,9441b463,3,0,1,4,0,-1,1,0,0,1,1
2024 Scotties Tournament of Hearts,578e8e4e,-2,0,4,4,-1,9,1,1,0,2,1
2024 Scotties Tournament of Hearts,578e8e4e,-1,2,2,6,-2,8,0,1,1,2,1
2024 Scotties Tournament of Hearts,578e8e4e,1,3,3,-1,-1,7,0,1,0,0,1
2024 Scotties Tournament of Hearts,578e8e4e,0,4,-2,0,0,6,0,1,1,0,1
2024 Scotties Tournament of Hearts,578e8e4e,0,1,2,6,-2,5,0,1,0,3,1
2024 Scotties Tournament of Hearts,578e8e4e,-1,8,1,-2,1,4,0,1,1,-2,1
2024 Scotties Tournament of Hearts,578e8e4e,2,3,6,-1,0,3,1,1,0,1,1
2024 Scotties Tournament of Hearts,578e8e4e,-1,-3,3,0,0,2,0,1,1,-1,1
2024 Scotties Tournament of Hearts,d426b013,0,2,-2,4,0,9,1,1,0,2,1
2024 Scotties Tournament of Hearts,d426b013,-4,-1,2,-1,0,8,0,1,1,-2,1
2024 Scotties Tournament of Hearts,d426b013,2,0,-1,-2,0,7,1,1,0,1,1
2024 Scotties Tournament of Hearts,d426b013,4,-2,4,0,0,6,0,1,1,-1,1
2024 Scotties Tournament of Hearts,d426b013,0,2,1,5,0,5,1,1,0,4,1
2024 Scotties Tournament of Hearts,d426b013,0,1,1,-1,0,4,0,1,1,-2,1
2024 Scotties Tournament of Hearts,d426b013,-1,2,0,1,0,3,1,1,0,0,1
2024 Scotties Tournament of Hearts,d426b013,-2,2,2,3,-1,2,1,1,1,3,1
2024 Scotties Tournament of Hearts,d426b013,2,2,5,1,0,1,0,1,0,-1,1
2024 Scotties Tournament of Hearts,f8e3c359,0,4,-1,-3,1,9,0,0,0,-2,1
2024 Scotties Tournament of Hearts,f8e3c359,2,1,3,4,0,8,1,0,1,3,1
2024 Scotties Tournament of Hearts,f8e3c359,3,-4,0,2,0,7,0,0,0,-1,1
2024 Scotties Tournament of Hearts,f8e3c359,0,2,1,4,-1,6,1,0,1,2,1
2024 Scotties Tournament of Hearts,f8e3c359,0,4,1,2,-1,5,0,0,0,-1,1
2024 Scotties Tournament of Hearts,f8e3c359,0,0,0,5,-1,4,1,0,1,3,1
2024 Scotties Tournament of Hearts,f8e3c359,0,1,0,1,0,3,0,0,0,-2,1
2024 Scotties Tournament of Hearts,f8e3c359,0,2,1,0,0,2,1,0,1,2,1
2024 Scotties Tournament of Hearts,f8e3c359,3,1,-4,4,0,1,0,0,0,1,1
2024 Scotties Tournament of Hearts,2d642263,-4,1,-1,0,0,9,1,1,0,0,0
2024 Scotties Tournament of Hearts,2d642263,-1,5,-6,-2,2,8,1,1,1,2,0
2024 Scotties Tournament of Hearts,2d642263,1,-1,-6,-2,2,7,0,1,0,-3,0
2024 Scotties Tournament of Hearts,2d642263,-2,-1,-5,-8,3,6,1,1,1,-3,0
2024 Scotties Tournament of Hearts,2d642263,0,-7,0,-4,1,5,1,1,0,1,0
2024 Scotties Tournament of Hearts,2d642263,-6,-1,1,-3,0,4,0,1,1,-2,0
2024 Scotties Tournament of Hearts,2d642263,-2,0,3,0,0,3,1,1,0,1,0
2024 Scotties Tournament of Hearts,2d642263,-3,0,0,-2,0,2,0,1,1,-1,0
2024 Scotties Tournament of Hearts,2d642263,0,-1,0,-4,1,1,1,1,0,1,0
2024 Scotties Tournament of Hearts,54006272,-2,-3,-2,-2,0,9,1,1,0,1,1
2024 Scotties Tournament of Hearts,54006272,-3,-2,3,0,0,8,0,1,1,-1,1
2024 Scotties Tournament of Hearts,54006272,0,1,0,0,0,7,1,1,0,1,1
2024 Scotties Tournament of Hearts,54006272,0,-1,2,7,-1,6,0,1,1,3,1
2024 Scotties Tournament of Hearts,54006272,0,1,5,-1,0,5,0,1,0,-1,1
2024 Scotties Tournament of Hearts,54006272,3,0,1,0,0,4,1,1,1,1,1
2024 Scotties Tournament of Hearts,54006272,-2,0,-1,0,0,3,0,1,0,-3,1
2024 Scotties Tournament of Hearts,54006272,0,4,-3,-4,0,2,1,1,1,1,1
2024 Scotties Tournament of Hearts,54006272,0,1,0,-1,0,1,0,1,0,-2,1
2024 Scotties Tournament of Hearts,1c4bd763,-2,1,0,-4,0,9,1,1,0,1,1
2024 Scotties Tournament of Hearts,1c4bd763,2,4,4,1,0,8,0,1,1,0,1
2024 Scotties Tournament of Hearts,1c4bd763,2,0,5,6,-1,7,0,1,0,2,1
2024 Scotties Tournament of Hearts,1c4bd763,2,2,1,-6,1,6,0,1,1,-2,1
2024 Scotties Tournament of Hearts,1c4bd763,-4,-2,2,0,0,5,1,1,0,1,1
2024 Scotties Tournament of Hearts,1c4bd763,2,1,0,-3,0,4,0,1,1,-2,1
2024 Scotties Tournament of Hearts,1c4bd763,-1,-2,-3,0,1,3,1,1,0,1,1
2024 Scotties Tournament of Hearts,1c4bd763,-2,-2,-2,4,0,2,0,1,1,-1,1
2024 Scotties Tournament of Hearts,1c4bd763,-3,3,0,0,0,1,1,1,0,0,1
2024 Scotties Tournament of Hearts,1c4bd763,-2,4,2,0,0,0,1,1,1,2,1
2024 Scotties Tournament of Hearts,c253ca39,0,-1,-1,-1,0,9,1,1,0,1,1
2024 Scotties Tournament of Hearts,c253ca39,-3,0,5,6,-2,8,0,1,1,2,1
2024 Scotties Tournament of Hearts,c253ca39,0,4,5,4,0,7,0,1,0,2,1
2024 Scotties Tournament of Hearts,c253ca39,4,1,0,3,0,6,0,1,1,1,1
2024 Scotties Tournament of Hearts,c253ca39,0,1,-1,0,1,5,0,1,0,-1,1
2024 Scotties Tournament of Hearts,c253ca39,0,0,1,0,0,4,1,1,1,1,1
2024 Scotties Tournament of Hearts,c253ca39,-1,2,1,4,0,3,0,1,0,1,1
2024 Scotties Tournament of Hearts,c253ca39,-3,2,-1,4,-1,2,0,1,1,-1,1
2024 Scotties Tournament of Hearts,e8e2d7b7,1,-3,-2,-2,0,9,1,1,0,1,1
2024 Scotties Tournament of Hearts,e8e2d7b7,0,-2,0,-1,0,8,0,1,1,-2,1
2024 Scotties Tournament of Hearts,e8e2d7b7,3,-1,2,0,0,7,1,1,0,2,1
2024 Scotties Tournament of Hearts,e8e2d7b7,4,-2,0,6,-1,6,0,1,1,1,1
2024 Scotties Tournament of Hearts,e8e2d7b7,-3,-7,-4,-3,0,5,0,1,0,-4,1
2024 Scotties Tournament of Hearts,e8e2d7b7,0,0,4,0,-1,3,1,1,0,2,1
2024 Scotties Tournament of Hearts,e8e2d7b7,1,2,6,3,-2,2,0,1,1,2,1
2024 Scotties Tournament of Hearts,e8e2d7b7,-3,-2,4,0,-1,1,0,1,0,-2,1
2024 Scotties Tournament of Hearts,e8e2d7b7,-2,-2,2,7,-1,0,1,1,1,3,1
2024 Scotties Tournament of Hearts,fb18ae9d,4,2,-2,1,0,9,0,0,0,-1,1
2024 Scotties Tournament of Hearts,fb18ae9d,2,-2,4,-4,0,8,1,0,1,1,1
2024 Scotties Tournament of Hearts,fb18ae9d,0,0,3,6,-2,7,0,0,0,2,1
2024 Scotties Tournament of Hearts,fb18ae9d,2,0,0,4,-1,6,0,0,1,2,1
2024 Scotties Tournament of Hearts,fb18ae9d,0,-1,1,5,-1,5,0,0,0,2,1
2024 Scotties Tournament of Hearts,fb18ae9d,0,-1,4,5,-2,4,0,0,1,1,1
2024 Scotties Tournament of Hearts,fb18ae9d,-1,-2,1,-4,0,3,0,0,0,-3,1
2024 Scotties Tournament of Hearts,fb18ae9d,-1,4,0,-4,1,2,1,0,1,-1,1
2024 Scotties Tournament of Hearts,fb18ae9d,-4,1,0,0,0,1,1,0,0,1,1
2024 Scotties Tournament of Hearts,55654f7a,1,3,1,-3,1,9,1,1,0,1,0
2024 Scotties Tournament of Hearts,55654f7a,1,0,0,-1,0,8,0,1,1,-2,0
2024 Scotties Tournament of Hearts,55654f7a,0,6,6,2,-1,7,1,1,0,3,0
2024 Scotties Tournament of Hearts,55654f7a,5,3,0,1,-1,6,0,1,1,-1,0
2024 Scotties Tournament of Hearts,55654f7a,2,0,-4,1,0,5,1,1,0,1,0
2024 Scotties Tournament of Hearts,55654f7a,1,3,0,-1,0,4,0,1,1,0,0
2024 Scotties Tournament of Hearts,55654f7a,0,2,0,0,0,3,0,1,0,0,0
2024 Scotties Tournament of Hearts,55654f7a,0,-2,4,0,-1,2,0,1,1,-1,0
2024 Scotties Tournament of Hearts,55654f7a,0,4,2,-4,1,1,1,1,0,-2,0
2024 Scotties Tournament of Hearts,55654f7a,1,0,-5,-4,2,0,1,1,1,-1,0
2024 Scotties Tournament of Hearts,0e26b82d,-8,-1,0,-4,0,9,0,0,0,-3,0
2024 Scotties Tournament of Hearts,0e26b82d,1,0,0,3,0,8,1,0,1,1,0
2024 Scotties Tournament of Hearts,0e26b82d,2,-6,3,2,-1,7,0,0,0,1,0
2024 Scotties Tournament of Hearts,0e26b82d,-2,-3,2,-4,1,6,0,0,1,-4,0
2024 Scotties Tournament of Hearts,0e26b82d,-1,0,-1,-2,0,5,1,0,0,1,0
2024 Scotties Tournament of Hearts,0e26b82d,-1,-1,0,-1,0,4,0,0,1,-1,0
2024 Scotties Tournament of Hearts,0e26b82d,-1,3,3,0,0,3,1,0,0,0,0
2024 Scotties Tournament of Hearts,0e26b82d,1,1,-1,3,0,2,1,0,1,2,0
2024 Scotties Tournament of Hearts,0e26b82d,1,0,0,3,-1,1,0,0,0,1,0
2024 Scotties Tournament of Hearts,0e26b82d,0,-2,-1,0,0,0,0,0,1,-1,0
2024 Scotties Tournament of Hearts,e21d3231,-1,1,1,1,0,9,0,0,0,-1,0
2024 Scotties Tournament of Hearts,e21d3231,-3,0,4,0,-1,8,1,0,1,1,0
2024 Scotties Tournament of Hearts,e21d3231,0,1,3,1,0,7,0,0,0,-1,0
2024 Scotties Tournament of Hearts,e21d3231,0,-3,0,-2,1,6,1,0,1,1,0
2024 Scotties Tournament of Hearts,e21d3231,5,1,1,-2,-1,5,0,0,0,0,0
2024 Scotties Tournament of Hearts,e21d3231,0,-3,-2,5,-1,4,0,0,1,1,0
2024 Scotties Tournament of Hearts,e21d3231,0,1,-3,-4,0,3,0,0,0,-3,0
2024 Scotties Tournament of Hearts,e21d3231,0,-4,-2,0,1,2,1,0,1,1,0
2024 Scotties Tournament of Hearts,e21d3231,0,-2,1,1,-1,1,0,0,0,-1,0
2024 Scotties Tournament of Hearts,e21d3231,0,-4,0,-5,1,0,1,0,1,1,0
2024 Scotties Tournament of Hearts,7cd95271,0,0,0,1,0,9,0,0,0,-1,0
2024 Scotties Tournament of Hearts,7cd95271,1,1,-1,4,0,8,1,0,1,2,0
2024 Scotties Tournament of Hearts,7cd95271,-1,-1,0,-2,0,7,0,0,0,-2,0
2024 Scotties Tournament of Hearts,7cd95271,0,-1,2,-2,0,6,1,0,1,1,0
2024 Scotties Tournament of Hearts,7cd95271,5,-3,0,1,0,5,0,0,0,-1,0
2024 Scotties Tournament of Hearts,7cd95271,0,2,-3,1,0,4,1,0,1,1,0
2024 Scotties Tournament of Hearts,7cd95271,4,1,-2,-1,0,3,0,0,0,0,0
2024 Scotties Tournament of Hearts,7cd95271,-1,3,3,-2,0,2,0,0,1,-2,0
2024 Scotties Tournament of Hearts,7cd95271,-1,1,-1,-2,0,1,1,0,0,1,0
2024 Scotties Tournament of Hearts,aa937000,-3,0,5,4,-2,9,0,0,0,-1,0
2024 Scotties Tournament of Hearts,aa937000,-3,-3,-1,-2,1,8,1,0,1,-1,0
2024 Scotties Tournament of Hearts,aa937000,0,4,-3,1,0,7,1,0,0,1,0
2024 Scotties Tournament of Hearts,aa937000,2,-1,2,3,-1,6,0,0,1,1,0
2024 Scotties Tournament of Hearts,aa937000,1,-2,-4,-6,1,5,0,0,0,-3,0
2024 Scotties Tournament of Hearts,aa937000,-1,0,-2,-8,2,4,1,0,1,-3,0
2024 Scotties Tournament of Hearts,aa937000,-2,-4,0,0,0,3,1,0,0,2,0
2024 Scotties Tournament of Hearts,aa937000,2,-2,-6,-5,2,2,0,0,1,-4,0
2024 Scotties Tournament of Hearts,2af82477,-2,2,-2,-4,0,9,0,0,0,-2,0
2024 Scotties Tournament of Hearts,2af82477,-2,-2,0,0,0,8,1,0,1,0,0
2024 Scotties Tournament of Hearts,2af82477,1,-4,1,-1,1,7,1,0,0,1,0
2024 Scotties Tournament of Hearts,2af82477,1,-2,-3,1,0,6,0,0,1,-1,0
2024 Scotties Tournament of Hearts,2af82477,0,-2,-2,0,0,5,1,0,0,1,0
2024 Scotties Tournament of Hearts,2af82477,-4,0,0,-3,0,4,0,0,1,-2,0
2024 Scotties Tournament of Hearts,2af82477,0,-1,-2,-2,0,3,1,0,0,1,0
2024 Scotties Tournament of Hearts,2af82477,0,0,2,-1,0,2,0,0,1,-1,0
2024 Scotties Tournament of Hearts,2af82477,0,-2,-3,0,0,1,1,0,0,1,0
2024 Scotties Tournament of Hearts,9710ee84,0,4,4,2,-2,9,0,0,0,-1,1
2024 Scotties Tournament of Hearts,9710ee84,2,-3,0,4,-1,8,1,0,1,3,1
2024 Scotties Tournament of Hearts,9710ee84,3,0,2,4,0,7,0,0,0,2,1
2024 Scotties Tournament of Hearts,9710ee84,-2,3,0,0,1,6,0,0,1,-1,1
2024 Scotties Tournament of Hearts,9710ee84,-1,2,5,3,-1,5,1,0,0,3,1
2024 Scotties Tournament of Hearts,9710ee84,1,0,-1,-2,0,4,0,0,1,-2,1
2024 Scotties Tournament of Hearts,9710ee84,0,-5,-2,4,-1,3,1,0,0,2,1
2024 Scotties Tournament of Hearts,9710ee84,0,-1,5,5,-1,2,0,0,1,3,1
2024 Scotties Tournament of Hearts,ab87e459,-6,-2,0,2,-1,9,0,0,0,0,1
2024 Scotties Tournament of Hearts,ab87e459,-1,2,-1,2,0,8,0,0,1,1,1
2024 Scotties Tournament of Hearts,ab87e459,0,1,2,3,-1,7,0,0,0,2,1
2024 Scotties Tournament of Hearts,ab87e459,0,-2,3,1,-1,6,0,0,1,-2,1
2024 Scotties Tournament of Hearts,ab87e459,0,0,1,0,0,5,1,0,0,2,1
2024 Scotties Tournament of Hearts,ab87e459,0,0,0,-6,1,4,0,0,1,-3,1
2024 Scotties Tournament of Hearts,ab87e459,1,0,-1,-2,1,3,1,0,0,1,1
2024 Scotties Tournament of Hearts,ab87e459,2,0,2,5,-1,2,0,0,1,1,1
2024 Scotties Tournament of Hearts,ab87e459,0,0,0,-2,0,1,0,0,0,-2,1
2024 Scotties Tournament of Hearts,3aec26fa,-3,0,-5,-5,2,9,0,0,0,-3,0
2024 Scotties Tournament of Hearts,3aec26fa,0,-2,0,0,0,8,1,0,1,1,0
2024 Scotties Tournament of Hearts,3aec26fa,0,-1,-1,2,-1,7,0,0,0,-1,0
2024 Scotties Tournament of Hearts,3aec26fa,0,-2,-1,-5,1,6,1,0,1,-1,0
2024 Scotties Tournament of Hearts,3aec26fa,1,-3,-4,-1,0,5,1,0,0,1,0
2024 Scotties Tournament of Hearts,3aec26fa,2,-2,-2,-1,0,4,0,0,1,-2,0
2024 Scotties Tournament of Hearts,3aec26fa,1,2,3,-1,-1,3,1,0,0,1,0
2024 Scotties Tournament of Hearts,3aec26fa,0,-1,-1,0,0,2,0,0,1,-1,0
2024 Scotties Tournament of Hearts,8b5d6044,0,1,0,0,0,9,1,1,0,0,1
2024 Scotties Tournament of Hearts,8b5d6044,2,0,-1,0,0,8,1,1,1,0,1
2024 Scotties Tournament of Hearts,8b5d6044,-3,-1,-1,4,-1,7,1,1,0,2,1
2024 Scotties Tournament of Hearts,8b5d6044,0,-1,1,4,-1,6,0,1,1,3,1
2024 Scotties Tournament of Hearts,8b5d6044,0,1,0,1,0,5,0,1,0,-1,1
2024 Scotties Tournament of Hearts,8b5d6044,0,0,0,0,0,4,1,1,1,2,1
2024 Scotties Tournament of Hearts,8b5d6044,0,-3,1,-2,0,3,0,1,0,-2,1
2024 Scotties Tournament of Hearts,8b5d6044,-1,0,0,-1,0,2,1,1,1,1,1
2024 Scotties Tournament of Hearts,8b5d6044,1,-4,0,3,0,1,0,1,0,-1,1
2024 Scotties Tournament of Hearts,ab420eb5,-2,2,0,-3,1,9,0,0,0,-2,1
2024 Scotties Tournament of Hearts,ab420eb5,1,-2,3,3,0,8,1,0,1,4,1
2024 Scotties Tournament of Hearts,ab420eb5,-1,-5,4,-2,0,7,0,0,0,-2,1
2024 Scotties Tournament of Hearts,ab420eb5,-4,0,4,5,-1,6,1,0,1,2,1
2024 Scotties Tournament of Hearts,ab420eb5,-1,0,0,4,-1,5,0,0,0,1,1
2024 Scotties Tournament of Hearts,ab420eb5,2,0,-5,1,0,4,0,0,1,-1,1
2024 Scotties Tournament of Hearts,ab420eb5,-3,0,-1,-1,0,3,1,0,0,2,1
2024 Scotties Tournament of Hearts,ab420eb5,0,3,0,0,0,2,0,0,1,-1,1
2024 Scotties Tournament of Hearts,ab420eb5,-1,-3,6,-2,-1,1,1,0,0,2,1
2024 Scotties Tournament of Hearts,20b5e670,-2,0,-2,2,0,9,0,0,0,0,0
2024 Scotties Tournament of Hearts,20b5e670,-7,-2,0,0,0,8,0,0,1,-1,0
2024 Scotties Tournament of Hearts,20b5e670,-1,-4,4,-4,0,7,1,0,0,-2,0
2024 Scotties Tournament of Hearts,20b5e670,0,-1,1,5,0,6,1,0,1,2,0
2024 Scotties Tournament of Hearts,20b5e670,-1,-2,2,2,0,5,0,0,0,1,0
2024 Scotties Tournament of Hearts,20b5e670,0,-3,1,-4,1,4,0,0,1,-2,0
2024 Scotties Tournament of Hearts,20b5e670,0,-2,-4,-4,1,3,1,0,0,1,0
2024 Scotties Tournament of Hearts,20b5e670,1,0,0,-4,1,2,0,0,1,-2,0
2024 Scotties Tournament of Hearts,20b5e670,0,4,-4,-2,1,1,1,0,0,-1,0
2024 Scotties Tournament of Hearts,99f5b132,0,-7,-3,2,0,9,0,0,0,-2,0
2024 Scotties Tournament of Hearts,99f5b132,0,0,-6,0,0,8,1,0,1,1,0
2024 Scotties Tournament of Hearts,99f5b132,0,1,-2,1,0,7,0,0,0,-3,0
2024 Scotties Tournament of Hearts,99f5b132,3,0,0,0,0,6,1,0,1,1,0
2024 Scotties Tournament of Hearts,99f5b132,-3,-6,-7,-4,1,5,0,0,0,-4,0
2024 Scotties Tournament of Hearts,99f5b132,0,-3,-2,-2,0,4,1,0,1,1,0
2024 Scotties Tournament of Hearts,99f5b132,0,1,3,3,0,3,0,0,0,-1,0
2024 Scotties Tournament of Hearts,99f5b132,0,2,0,0,0,2,1,0,1,1,0
2024 Scotties Tournament of Hearts,7c5ec090,-4,-1,1,2,0,9,1,1,0,1,0
2024 Scotties Tournament of Hearts,7c5ec090,3,1,-3,-3,0,8,0,1,1,-3,0
2024 Scotties Tournament of Hearts,7c5ec090,1,2,2,-2,0,7,1,1,0,1,0
2024 Scotties Tournament of Hearts,7c5ec090,1,2,-1,-2,0,6,0,1,1,-2,0
2024 Scotties Tournament of Hearts,7c5ec090,-1,-1,-3,2,0,5,1,1,0,1,0
2024 Scotties Tournament of Hearts,7c5ec090,-3,-1,-1,-4,0,4,0,1,1,-4,0
2024 Scotties Tournament of Hearts,7c5ec090,-3,5,4,-1,0,3,1,1,0,1,0
2024 Scotties Tournament of Hearts,7c5ec090,3,-3,-4,-4,1,2,0,1,1,-4,0
2024 Scotties Tournament of Hearts,3938e65e,2,0,-2,0,0,9,1,1,0,0,0
2024 Scotties Tournament of Hearts,3938e65e,-4,0,-1,-4,1,8,1,1,1,-1,0
2024 Scotties Tournament of Hearts,3938e65e,0,-1,-4,-2,0,7,1,1,0,0,0
2024 Scotties Tournament of Hearts,3938e65e,0,0,1,1,0,6,1,1,1,2,0
