event,game,delta_lead,delta_second,delta_third,delta_fourth,delta_backend_zeroes,ends_remaining,team_a_hammer,LSFE_a,is_even_end,a_margin,a_win_game
2023 Scotties Tournament of Hearts,c10dfb2f,-1,-1,-2,-4,1,3,1,1,0,-2,0
2023 Scotties Tournament of Hearts,c10dfb2f,-2,-2,0,2,0,2,1,1,1,2,0
2023 Scotties Tournament of Hearts,c10dfb2f,0,-1,-1,3,-1,1,0,1,0,-1,0
2023 Scotties Tournament of Hearts,99623119,3,2,0,2,-1,9,0,0,0,0,0
2023 Scotties Tournament of Hearts,99623119,0,-6,-1,5,1,8,0,0,1,1,0
2023 Scotties Tournament of Hearts,99623119,4,2,4,-2,0,7,0,0,0,0,0
2023 Scotties Tournament of Hearts,99623119,2,4,1,2,0,6,0,0,1,1,0
2023 Scotties Tournament of Hearts,99623119,2,0,0,-1,1,5,0,0,0,-1,0
2023 Scotties Tournament of Hearts,99623119,-5,-6,0,0,0,4,1,0,1,-1,0
2023 Scotties Tournament of Hearts,99623119,-3,-2,-4,-2,0,3,1,0,0,1,0
2023 Scotties Tournament of Hearts,99623119,2,1,-4,-2,0,2,0,0,1,-2,0
2023 Scotties Tournament of Hearts,99623119,1,-1,0,-1,0,1,1,0,0,1,0
2023 Scotties Tournament of Hearts,99623119,-2,-2,3,-3,0,0,0,0,1,-1,0
2023 Scotties Tournament of Hearts,36d0af24,0,2,-2,-3,1,9,1,1,0,1,0
2023 Scotties Tournament of Hearts,36d0af24,2,1,-4,-2,1,8,0,1,1,-2,0
2023 Scotties Tournament of Hearts,36d0af24,1,2,-1,-4,1,7,1,1,0,-1,0
2023 Scotties Tournament of Hearts,36d0af24,-3,3,-2,2,0,6,1,1,1,2,0
2023 Scotties Tournament of Hearts,36d0af24,-3,2,1,3,0,5,0,1,0,-1,0
2023 Scotties Tournament of Hearts,36d0af24,-2,2,1,1,0,4,1,1,1,1,0
2023 Scotties Tournament of Hearts,36d0af24,6,-1,0,0,0,3,0,1,0,-1,0
2023 Scotties Tournament of Hearts,36d0af24,-4,-4,-5,1,0,2,1,1,1,1,0
2023 Scotties Tournament of Hearts,36d0af24,3,-5,-3,-3,1,1,0,1,0,-3,0
2023 Scotties Tournament of Hearts,846efa02,0,2,-3,4,-1,9,1,1,0,3,1
2023 Scotties Tournament of Hearts,846efa02,1,-5,2,-4,0,8,0,1,1,-2,1
2023 Scotties Tournament of Hearts,846efa02,2,2,0,7,-1,7,1,1,0,5,1
2023 Scotties Tournament of Hearts,846efa02,3,-2,-1,-4,0,6,0,1,1,-2,1
2023 Scotties Tournament of Hearts,846efa02,2,-2,4,-3,-1,5,1,1,0,-1,1
2023 Scotties Tournament of Hearts,846efa02,0,-3,3,-1,1,4,1,1,1,-1,1
2023 Scotties Tournament of Hearts,846efa02,3,0,1,-3,1,3,1,1,0,1,1
2023 Scotties Tournament of Hearts,846efa02,0,0,0,2,-1,2,0,1,1,-1,1
2023 Scotties Tournament of Hearts,846efa02,0,0,-4,-4,1,1,1,1,0,-1,1
2023 Scotties Tournament of Hearts,846efa02,0,0,0,0,0,0,1,1,1,1,1
2023 Scotties Tournament of Hearts,2bdab9cc,0,-4,-1,0,0,9,0,0,0,-2,1
2023 Scotties Tournament of Hearts,2bdab9cc,-1,-1,2,3,0,8,1,0,1,3,1
2023 Scotties Tournament of Hearts,2bdab9cc,2,-2,0,-1,0,7,0,0,0,-2,1
2023 Scotties Tournament of Hearts,2bdab9cc,2,-2,-2,-1,0,6,1,0,1,2,1
2023 Scotties Tournament of Hearts,2bdab9cc,2,5,-2,0,-1,5,0,0,0,0,1
2023 Scotties Tournament of Hearts,2bdab9cc,3,0,0,2,-1,4,0,0,1,0,1
2023 Scotties Tournament of Hearts,2bdab9cc,3,4,0,2,0,3,0,0,0,1,1
2023 Scotties Tournament of Hearts,2bdab9cc,-2,2,-1,4,-1,2,0,0,1,-1,1
2023 Scotties Tournament of Hearts,2bdab9cc,0,-2,2,1,0,1,1,0,0,2,1
2023 Scotties Tournament of Hearts,3b862b93,2,0,-4,-4,1,9,1,1,0,1,1
2023 Scotties Tournament of Hearts,3b862b93,0,-2,1,0,0,8,0,1,1,-1,1
2023 Scotties Tournament of Hearts,3b862b93,0,4,2,0,0,7,1,1,0,2,1
2023 Scotties Tournament of Hearts,3b862b93,-3,0,2,-1,0,6,0,1,1,-1,1
2023 Scotties Tournament of Hearts,3b862b93,0,0,-3,0,0,5,1,1,0,1,1
2023 Scotties Tournament of Hearts,3b862b93,-1,-2,2,3,-1,4,0,1,1,-1,1
2023 Scotties Tournament of Hearts,3b862b93,2,0,-4,0,0,3,1,1,0,-1,1
2023 Scotties Tournament of Hearts,3b862b93,0,1,4,-4,1,2,1,1,1,-1,1
2023 Scotties Tournament of Hearts,3b862b93,2,0,-1,2,0,1,1,1,0,2,1
2023 Scotties Tournament of Hearts,3b862b93,0,-1,0,0,0,0,0,1,1,-1,1
2023 Scotties Tournament of Hearts,ad9ee166,-4,-4,-2,-2,0,9,1,1,0,1,1
2023 Scotties Tournament of Hearts,ad9ee166,0,4,6,0,-1,8,0,1,1,-1,1
2023 Scotties Tournament of Hearts,ad9ee166,0,5,2,1,0,7,1,1,0,2,1
2023 Scotties Tournament of Hearts,ad9ee166,0,2,6,-4,0,6,0,1,1,-1,1
2023 Scotties Tournament of Hearts,ad9ee166,0,1,7,-1,0,5,1,1,0,1,1
2023 Scotties Tournament of Hearts,ad9ee166,-1,0,-3,-3,0,4,0,1,1,-2,1
2023 Scotties Tournament of Hearts,ad9ee166,0,2,-4,2,1,3,1,1,0,4,1
2023 Scotties Tournament of Hearts,ad9ee166,-1,2,4,2,-1,2,0,1,1,-1,1
2023 Scotties Tournament of Hearts,ad9ee166,-3,0,-5,-3,1,1,1,1,0,-1,1
2023 Scotties Tournament of Hearts,de3afb6c,-4,0,-1,0,0,9,1,1,0,0,1
2023 Scotties Tournament of Hearts,de3afb6c,-2,0,-3,-1,0,8,1,1,1,2,1
2023 Scotties Tournament of Hearts,de3afb6c,1,-1,1,6,-1,7,0,1,0,1,1
2023 Scotties Tournament of Hearts,de3afb6c,1,2,1,0,0,6,0,1,1,-1,1
2023 Scotties Tournament of Hearts,de3afb6c,0,1,-1,0,0,5,1,1,0,1,1
2023 Scotties Tournament of Hearts,de3afb6c,-2,0,1,-2,0,4,0,1,1,-2,1
2023 Scotties Tournament of Hearts,de3afb6c,0,-1,1,-3,1,3,1,1,0,1,1
2023 Scotties Tournament of Hearts,de3afb6c,-3,-3,0,-4,0,2,0,1,1,-1,1
2023 Scotties Tournament of Hearts,de3afb6c,1,2,0,2,0,1,1,1,0,2,1
2023 Scotties Tournament of Hearts,cfc8c519,2,2,3,0,-1,9,1,1,0,2,1
2023 Scotties Tournament of Hearts,cfc8c519,1,0,-3,-2,1,8,0,1,1,-2,1
2023 Scotties Tournament of Hearts,cfc8c519,-1,1,-6,0,1,6,1,1,1,1,1
2023 Scotties Tournament of Hearts,cfc8c519,2,0,0,4,-1,5,0,1,0,1,1
2023 Scotties Tournament of Hearts,cfc8c519,1,-5,1,1,0,4,0,1,1,-1,1
2023 Scotties Tournament of Hearts,cfc8c519,-3,1,-2,-5,1,3,1,1,0,-2,1
2023 Scotties Tournament of Hearts,cfc8c519,1,1,4,2,0,2,1,1,1,2,1
2023 Scotties Tournament of Hearts,cfc8c519,0,2,2,6,-2,1,0,1,0,1,1
2023 Scotties Tournament of Hearts,0a45d8c1,1,0,0,-7,2,9,0,0,0,-3,0
2023 Scotties Tournament of Hearts,0a45d8c1,0,-1,-5,-8,2,8,1,0,1,-4,0
2023 Scotties Tournament of Hearts,0a45d8c1,-1,-2,1,-1,0,7,1,0,0,-1,0
2023 Scotties Tournament of Hearts,0a45d8c1,0,-3,-3,3,0,6,1,0,1,4,0
2023 Scotties Tournament of Hearts,0a45d8c1,-1,-2,0,1,0,5,0,0,0,-2,0
2023 Scotties Tournament of Hearts,0a45d8c1,2,0,-5,-1,0,4,1,0,1,1,0
2023 Scotties Tournament of Hearts,0a45d8c1,2,-1,6,4,-2,3,0,0,0,-1,0
2023 Scotties Tournament of Hearts,0a45d8c1,0,-3,0,0,0,2,1,0,1,-1,0
2023 Scotties Tournament of Hearts,1e0e7224,0,0,3,-7,1,9,1,1,0,-1,1
2023 Scotties Tournament of Hearts,1e0e7224,-2,-2,-1,2,0,8,1,1,1,0,1
2023 Scotties Tournament of Hearts,1e0e7224,-1,1,-3,2,1,7,1,1,0,2,1
2023 Scotties Tournament of Hearts,1e0e7224,1,3,-2,7,-1,6,0,1,1,1,1
2023 Scotties Tournament of Hearts,1e0e7224,-1,3,2,2,0,5,0,1,0,-1,1
2023 Scotties Tournament of Hearts,1e0e7224,2,0,5,-4,0,4,1,1,1,1,1
2023 Scotties Tournament of Hearts,1e0e7224,0,2,0,-2,0,3,0,1,0,-1,1
2023 Scotties Tournament of Hearts,1e0e7224,0,-1,3,2,0,2,1,1,1,1,1
2023 Scotties Tournament of Hearts,1e0e7224,-1,4,-2,1,0,1,0,1,0,-1,1
2023 Scotties Tournament of Hearts,fb1dbdbf,0,1,-3,-6,2,9,0,0,0,-2,1
2023 Scotties Tournament of Hearts,fb1dbdbf,0,-4,8,0,-2,8,1,0,1,2,1
2023 Scotties Tournament of Hearts,fb1dbdbf,1,1,-1,-2,0,7,0,0,0,-2,1
2023 Scotties Tournament of Hearts,fb1dbdbf,0,0,0,2,0,6,1,0,1,1,1
2023 Scotties Tournament of Hearts,fb1dbdbf,0,0,-1,4,-1,5,0,0,0,2,1
2023 Scotties Tournament of Hearts,fb1dbdbf,0,-4,-1,0,0,4,0,0,1,-3,1
2023 Scotties Tournament of Hearts,fb1dbdbf,0,2,5,2,-1,3,1,0,0,3,1
2023 Scotties Tournament of Hearts,fb1dbdbf,-1,4,0,4,-1,2,0,0,1,1,1
2023 Scotties Tournament of Hearts,fb1dbdbf,0,-5,1,-4,1,1,0,0,0,-1,1
2023 Scotties Tournament of Hearts,fb1dbdbf,1,4,2,-1,0,0,1,0,1,2,1
2023 Scotties Tournament of Hearts,1cda512c,-1,-1,0,-2,0,9,0,0,0,-1,0
2023 Scotties Tournament of Hearts,1cda512c,-3,4,-3,-1,1,8,1,0,1,0,0
2023 Scotties Tournament of Hearts,1cda512c,-4,1,0,-4,1,7,1,0,0,0,0
2023 Scotties Tournament of Hearts,1cda512c,1,1,0,-8,2,6,1,0,1,-1,0
2023 Scotties Tournament of Hearts,1cda512c,2,-4,-3,-2,1,5,1,0,0,-1,0
2023 Scotties Tournament of Hearts,1cda512c,0,0,1,0,0,4,1,0,1,1,0
2023 Scotties Tournament of Hearts,1cda512c,0,-1,-2,-1,0,3,0,0,0,-2,0
2023 Scotties Tournament of Hearts,1cda512c,3,-5,-2,2,0,1,0,0,0,1,0
2023 Scotties Tournament of Hearts,6255e0f4,-1,-2,0,0,-1,9,0,0,0,0,1
2023 Scotties Tournament of Hearts,6255e0f4,0,1,2,2,0,8,0,0,1,-1,1
2023 Scotties Tournament of Hearts,6255e0f4,-2,4,1,0,0,7,1,0,0,2,1
2023 Scotties Tournament of Hearts,6255e0f4,0,2,-1,7,-1,6,0,0,1,1,1
2023 Scotties Tournament of Hearts,6255e0f4,0,0,0,1,0,5,0,0,0,-1,1
2023 Scotties Tournament of Hearts,6255e0f4,-2,1,-4,1,1,4,1,0,1,2,1
2023 Scotties Tournament of Hearts,6255e0f4,0,-1,3,1,0,3,0,0,0,-1,1
2023 Scotties Tournament of Hearts,6255e0f4,-1,0,1,4,-1,2,1,0,1,3,1
2023 Scotties Tournament of Hearts,fb42ddf5,-1,1,-3,-6,1,9,1,1,0,-2,1
2023 Scotties Tournament of Hearts,fb42ddf5,-2,0,-1,3,0,8,1,1,1,2,1
2023 Scotties Tournament of Hearts,fb42ddf5,0,2,2,1,-1,7,0,1,0,-1,1
2023 Scotties Tournament of Hearts,fb42ddf5,1,-1,-2,2,0,6,1,1,1,2,1
2023 Scotties Tournament of Hearts,fb42ddf5,-3,1,-2,3,-1,5,0,1,0,-2,1
2023 Scotties Tournament of Hearts,fb42ddf5,0,-3,5,-2,0,4,1,1,1,1,1
2023 Scotties Tournament of Hearts,fb42ddf5,-6,-6,0,-2,0,3,0,1,0,0,1
2023 Scotties Tournament of Hearts,fb42ddf5,4,0,3,2,0,2,0,1,1,-1,1
2023 Scotties Tournament of Hearts,fb42ddf5,1,4,-1,1,0,1,1,1,0,0,1
