event,game,delta_lead,delta_second,delta_third,delta_fourth,delta_backend_zeroes,delta_zeroes_hammer,delta_zeroes_steal,delta_ends_hammer,ends_remaining,team_a_hammer,LSFE_a,is_even_end,a_margin,a_win_game
2023 Tim Hortons Brier,0f4f7138,-3,-3,0,0,0,1,0,0,6,1,0,1,0,0
2023 Tim Hortons Brier,0f4f7138,-2,0,0,-1,0,0,0,1,5,1,0,0,2,0
2023 Tim Hortons Brier,0f4f7138,0,-3,0,3,-1,-1,0,0,4,0,0,1,-1,0
2023 Tim Hortons Brier,0f4f7138,-1,-4,-3,0,0,1,0,1,3,1,0,0,-1,0
2023 Tim Hortons Brier,0f4f7138,1,0,-2,-2,0,0,0,2,2,1,0,1,-1,0
2023 Tim Hortons Brier,e12bd76a,0,-3,-1,0,0,0,0,-1,9,0,0,0,-1,0
2023 Tim Hortons Brier,e12bd76a,-3,0,1,-5,1,3,0,0,8,1,0,1,-1,0
2023 Tim Hortons Brier,e12bd76a,-3,-1,-3,-1,0,1,0,1,7,1,0,0,1,0
2023 Tim Hortons Brier,e12bd76a,1,-3,2,-3,0,0,0,0,6,0,0,1,1,0
2023 Tim Hortons Brier,e12bd76a,1,-1,2,2,-1,-1,0,-1,5,0,0,0,0,0
2023 Tim Hortons Brier,e12bd76a,-6,-2,-2,1,0,0,2,-2,4,0,0,1,-1,0
2023 Tim Hortons Brier,e12bd76a,0,0,1,-1,1,1,0,-1,3,1,0,0,0,0
2023 Tim Hortons Brier,e12bd76a,0,0,1,-5,1,1,0,0,2,1,0,1,-1,0
2023 Tim Hortons Brier,e12bd76a,-3,-1,2,2,0,0,0,1,1,1,0,0,2,0
2023 Tim Hortons Brier,e12bd76a,-2,-2,0,-1,0,0,0,0,0,0,0,1,-2,0
2023 Tim Hortons Brier,f144706e,-2,1,2,-3,1,1,0,1,9,1,1,0,-1,0
2023 Tim Hortons Brier,f144706e,-2,0,0,-4,1,2,0,2,8,1,1,1,-1,0
2023 Tim Hortons Brier,f144706e,-4,0,-1,-1,0,1,0,3,7,1,1,0,1,0
2023 Tim Hortons Brier,f144706e,0,-2,-1,1,0,0,0,2,6,0,1,1,-1,0
2023 Tim Hortons Brier,f144706e,-1,-2,2,2,1,1,0,3,5,1,1,0,2,0
2023 Tim Hortons Brier,f144706e,-1,-1,-1,-5,1,0,1,2,4,0,1,1,-2,0
2023 Tim Hortons Brier,f144706e,3,-1,-4,0,0,0,0,3,3,1,1,0,1,0
2023 Tim Hortons Brier,f144706e,-2,3,-5,-4,1,-1,2,2,2,0,1,1,-5,0
2023 Tim Hortons Brier,be4d5ae4,1,0,4,4,0,0,0,1,9,1,1,0,4,1
2023 Tim Hortons Brier,be4d5ae4,3,5,1,3,0,0,0,0,8,0,1,1,2,1
2023 Tim Hortons Brier,be4d5ae4,0,3,0,4,-1,-1,0,-1,7,0,1,0,0,1
2023 Tim Hortons Brier,be4d5ae4,2,5,4,0,0,-1,0,-2,6,0,1,1,-1,1
2023 Tim Hortons Brier,be4d5ae4,-1,0,0,-2,1,1,0,-1,5,1,1,0,0,1
2023 Tim Hortons Brier,be4d5ae4,-2,1,-1,-3,1,2,0,0,4,1,1,1,2,1
2023 Tim Hortons Brier,be4d5ae4,1,2,2,0,0,0,0,-1,3,0,1,0,0,1
2023 Tim Hortons Brier,be4d5ae4,2,6,-2,6,0,-1,0,-2,2,0,1,1,2,1
2023 Tim Hortons Brier,019e00ff,1,-3,0,2,-1,-1,0,-1,9,0,0,0,0,0
2023 Tim Hortons Brier,019e00ff,0,0,-4,-1,2,0,2,-2,8,0,0,1,-1,0
2023 Tim Hortons Brier,019e00ff,-2,-2,-2,0,0,0,0,-1,7,1,0,0,1,0
2023 Tim Hortons Brier,019e00ff,-1,-3,-3,-4,0,0,0,-2,6,0,0,1,-4,0
2023 Tim Hortons Brier,019e00ff,-2,-1,-7,-4,2,3,0,-1,5,1,0,0,-1,0
2023 Tim Hortons Brier,019e00ff,0,-2,2,0,0,0,0,0,4,1,0,1,2,0
2023 Tim Hortons Brier,019e00ff,-1,0,0,4,-1,-1,0,-1,3,0,0,0,-1,0
2023 Tim Hortons Brier,019e00ff,1,-3,-4,-1,0,0,0,0,2,1,0,1,-1,0
2023 Tim Hortons Brier,019e00ff,0,0,-4,-1,1,1,0,1,1,1,0,0,-1,0
2023 Tim Hortons Brier,5d0ddcf3,-3,0,-3,7,-1,0,-1,1,9,1,1,0,3,0
2023 Tim Hortons Brier,5d0ddcf3,1,2,-2,5,-1,-1,0,0,8,0,1,1,2,0
2023 Tim Hortons Brier,5d0ddcf3,0,1,2,-2,0,0,0,-1,7,0,1,0,-1,0
2023 Tim Hortons Brier,5d0ddcf3,-2,4,3,2,0,0,0,0,6,1,1,1,0,0
2023 Tim Hortons Brier,5d0ddcf3,-5,1,0,-3,1,2,0,1,5,1,1,0,-2,0
2023 Tim Hortons Brier,5d0ddcf3,-4,0,1,-1,0,0,0,2,4,1,1,1,1,0
2023 Tim Hortons Brier,5d0ddcf3,0,3,1,0,0,-2,1,1,3,0,1,0,-1,0
2023 Tim Hortons Brier,5d0ddcf3,2,-3,3,-2,-1,0,-1,2,2,1,1,1,1,0
2023 Tim Hortons Brier,5d0ddcf3,-2,3,-3,-4,1,0,1,1,1,0,1,0,-2,0
2023 Tim Hortons Brier,5d0ddcf3,-1,0,4,-3,0,1,-1,2,0,1,1,1,-2,0
2023 Tim Hortons Brier,b3842353,0,-2,-3,-1,1,0,1,-1,9,0,0,0,-2,0
2023 Tim Hortons Brier,b3842353,0,-2,0,-2,0,0,0,0,8,1,0,1,-1,0
2023 Tim Hortons Brier,b3842353,-4,0,-4,1,0,1,0,1,7,1,0,0,3,0
2023 Tim Hortons Brier,b3842353,-2,1,0,-2,0,0,0,0,6,0,0,1,0,0
2023 Tim Hortons Brier,b3842353,0,1,-2,-2,0,0,0,-1,5,0,0,0,-3,0
2023 Tim Hortons Brier,b3842353,0,-2,-5,-1,2,2,0,0,4,1,0,1,1,0
2023 Tim Hortons Brier,b3842353,0,-1,-4,0,0,0,0,-1,3,0,0,0,0,0
2023 Tim Hortons Brier,b3842353,-2,4,1,-2,0,0,0,-2,2,0,0,1,-1,0
2023 Tim Hortons Brier,b3842353,0,-4,-1,3,0,1,0,-1,1,1,0,0,2,0
2023 Tim Hortons Brier,357d7a17,-1,0,-5,-1,0,0,0,-1,9,0,0,0,-2,0
2023 Tim Hortons Brier,357d7a17,0,2,-3,-2,1,1,0,0,8,1,0,1,1,0
2023 Tim Hortons Brier,357d7a17,4,0,-4,0,1,-1,1,-1,7,0,0,0,0,0
2023 Tim Hortons Brier,357d7a17,0,1,-4,0,0,0,0,-2,6,0,0,1,0,0
2023 Tim Hortons Brier,357d7a17,-3,0,-2,-5,0,0,1,-3,5,0,0,0,-3,0
2023 Tim Hortons Brier,357d7a17,-1,0,-4,0,0,0,0,-2,4,1,0,1,1,0
2023 Tim Hortons Brier,357d7a17,-1,0,-1,3,-1,-1,0,-3,3,0,0,0,1,0
2023 Tim Hortons Brier,357d7a17,-1,-6,-1,3,-1,-1,1,-4,2,0,0,1,1,0
2023 Tim Hortons Brier,357d7a17,-1,-3,-4,-1,0,0,0,-5,1,0,0,0,-3,0
2023 Tim Hortons Brier,2bf9bdd1,2,-3,1,-1,1,1,0,1,9,1,1,0,-1,1
2023 Tim Hortons Brier,2bf9bdd1,2,2,0,0,0,0,-2,2,8,1,1,1,2,1
2023 Tim Hortons Brier,2bf9bdd1,-4,-2,-2,-1,1,0,3,1,7,0,1,0,-1,1
2023 Tim Hortons Brier,2bf9bdd1,-4,-1,-1,-2,0,1,0,2,6,1,1,1,1,1
2023 Tim Hortons Brier,2bf9bdd1,5,0,0,0,0,-2,1,1,5,0,1,0,-1,1
2023 Tim Hortons Brier,2bf9bdd1,-4,-4,0,2,0,1,0,2,4,1,1,1,1,1
2023 Tim Hortons Brier,2bf9bdd1,0,-2,-4,0,-1,-1,0,1,3,0,1,0,-1,1
2023 Tim Hortons Brier,2bf9bdd1,3,1,4,-4,0,1,-2,2,2,1,1,1,1,1
2023 Tim Hortons Brier,2bf9bdd1,-3,-3,-4,4,-1,-1,0,1,1,0,1,0,1,1
2023 Tim Hortons Brier,2bf9bdd1,1,0,2,3,-1,-2,0,0,0,0,1,1,1,1
2023 Tim Hortons Brier,6e20204d,0,-4,-3,-1,0,0,0,-1,9,0,0,0,-2,0
2023 Tim Hortons Brier,6e20204d,-3,-3,1,-3,1,1,0,0,8,1,0,1,-1,0
2023 Tim Hortons Brier,6e20204d,-1,-2,0,1,0,0,0,1,7,1,0,0,2,0
2023 Tim Hortons Brier,6e20204d,2,0,1,-2,0,0,0,0,6,0,0,1,0,0
2023 Tim Hortons Brier,6e20204d,0,1,1,6,-1,-1,0,-1,5,0,0,0,1,0
2023 Tim Hortons Brier,6e20204d,4,1,0,3,-1,-1,0,-2,4,0,0,1,0,0
2023 Tim Hortons Brier,6e20204d,-1,1,-2,-3,0,0,0,-3,3,0,0,0,-1,0
2023 Tim Hortons Brier,6e20204d,-1,2,0,-4,1,1,0,-2,2,1,0,1,1,0
2023 Tim Hortons Brier,6e20204d,0,0,0,0,0,0,0,-3,1,0,0,0,-1,0
2023 Tim Hortons Brier,6e20204d,-2,-4,-4,-6,2,3,0,-2,0,1,0,1,-1,0
2023 Tim Hortons Brier,016b4812,1,4,0,0,0,-1,0,-1,9,0,0,0,-1,1
2023 Tim Hortons Brier,016b4812,1,-2,0,1,0,0,0,0,8,1,0,1,1,1
2023 Tim Hortons Brier,016b4812,0,-1,0,1,0,0,0,-1,7,0,0,0,-1,1
2023 Tim Hortons Brier,016b4812,2,0,-1,0,0,0,0,0,6,1,0,1,1,1
2023 Tim Hortons Brier,016b4812,3,1,0,3,-1,-1,0,-1,5,0,0,0,1,1
2023 Tim Hortons Brier,016b4812,1,4,1,1,0,0,0,-2,4,0,0,1,-1,1
2023 Tim Hortons Brier,016b4812,0,2,-3,-2,0,0,0,-1,3,1,0,0,1,1
2023 Tim Hortons Brier,016b4812,0,3,0,2,0,0,0,-2,2,0,0,1,-1,1
2023 Tim Hortons Brier,016b4812,1,3,3,5,0,0,0,-1,1,1,0,0,3,1
2023 Tim Hortons Brier,4d942a79,0,3,-1,-5,1,0,1,-1,9,0,0,0,-2,0
2023 Tim Hortons Brier,4d942a79,-1,1,-3,-6,1,1,0,0,8,1,0,1,-2,0
2023 Tim Hortons Brier,4d942a79,2,-2,-1,-3,1,1,0,1,7,1,0,0,-1,0
2023 Tim Hortons Brier,4d942a79,2,0,-1,-3,0,0,0,2,6,1,0,1,1,0
2023 Tim Hortons Brier,4d942a79,-1,0,-3,-1,0,0,0,1,5,0,0,0,-2,0
2023 Tim Hortons Brier,4d942a79,2,1,-1,-3,0,0,0,2,4,1,0,1,-1,0
2023 Tim Hortons Brier,4d942a79,5,0,-1,-3,0,0,-1,3,3,1,0,0,1,0
2023 Tim Hortons Brier,4d942a79,5,0,0,0,0,-1,0,2,2,0,0,1,-1,0
2023 Tim Hortons Brier,60c9b55d,1,4,1,0,0,0,0,1,9,1,1,0,2,1
2023 Tim Hortons Brier,60c9b55d,0,3,1,6,-2,-2,0,0,8,0,1,1,3,1
2023 Tim Hortons Brier,60c9b55d,-1,2,1,6,-1,-1,0,-1,7,0,1,0,3,1
2023 Tim Hortons Brier,60c9b55d,0,0,4,1,-1,-2,1,-2,6,0,1,1,-1,1
2023 Tim Hortons Brier,60c9b55d,-1,1,0,3,0,0,0,-1,5,1,1,0,2,1
2023 Tim Hortons Brier,60c9b55d,1,-2,-1,-1,0,0,0,-2,4,0,1,1,-2,1
2023 Tim Hortons Brier,60c9b55d,0,2,0,2,0,0,0,-1,3,1,1,0,2,1
2023 Tim Hortons Brier,60c9b55d,2,2,1,4,0,0,0,-2,2,0,1,1,1,1
2023 Tim Hortons Brier,954471cf,-1,-4,-1,-4,1,1,0,1,9,1,1,0,-2,0
2023 Tim Hortons Brier,954471cf,2,2,5,5,-1,0,-2,2,8,1,1,1,4,0
2023 Tim Hortons Brier,954471cf,-1,3,0,0,0,0,0,1,7,0,1,0,-1,0
2023 Tim Hortons Brier,954471cf,0,-4,-2,0,0,1,0,2,6,1,1,1,1,0
2023 Tim Hortons Brier,954471cf,0,-1,0,-4,1,0,1,1,5,0,1,0,-3,0
2023 Tim Hortons Brier,954471cf,1,-2,-2,-3,1,1,0,2,4,1,1,1,0,0
2023 Tim Hortons Brier,954471cf,-2,0,3,-5,0,0,0,3,3,1,1,0,-1,0
2023 Tim Hortons Brier,954471cf,2,-3,-1,-5,1,1,0,4,2,1,1,1,-1,0
2023 Tim Hortons Brier,954471cf,0,0,1,-5,1,1,0,5,1,1,1,0,-1,0
2023 Tim Hortons Brier,b86169e8,0,-2,2,0,0,0,0,1,9,1,1,0,1,0
2023 Tim Hortons Brier,b86169e8,0,2,-1,2,0,0,0,0,8,0,1,1,-1,0
2023 Tim Hortons Brier,b86169e8,0,-1,0,-3,1,1,0,1,7,1,1,0,-1,0
2023 Tim Hortons Brier,b86169e8,-4,1,-2,-3,0,0,0,2,6,1,1,1,1,0
2023 Tim Hortons Brier,b86169e8,-1,1,1,0,0,0,0,1,5,0,1,0,0,0
2023 Tim Hortons Brier,b86169e8,-2,1,-2,-5,0,0,0,0,4,0,1,1,-4,0
2023 Tim Hortons Brier,b86169e8,0,-6,-3,0,0,0,0,1,3,1,1,0,1,0
2023 Tim Hortons Brier,b86169e8,0,-2,0,-3,0,0,0,0,2,0,1,1,-3,0
2023 Tim Hortons Brier,eb87c3fa,0,2,0,2,0,0,0,-1,9,0,0,0,-1,0
2023 Tim Hortons Brier,eb87c3fa,-1,4,-3,-3,1,1,0,0,8,1,0,1,0,0
2023 Tim Hortons Brier,eb87c3fa,2,-4,-2,4,0,0,0,1,7,1,0,0,3,0
2023 Tim Hortons Brier,eb87c3fa,-1,-1,-5,-5,0,0,0,0,6,0,0,1,-4,0
2023 Tim Hortons Brier,eb87c3fa,-1,3,1,-7,1,1,-1,1,5,1,0,0,-2,0
2023 Tim Hortons Brier,eb87c3fa,1,-4,-4,0,0,1,0,2,4,1,0,1,1,0
2023 Tim Hortons Brier,eb87c3fa,2,0,-1,1,0,0,0,1,3,0,0,0,-1,0
2023 Tim Hortons Brier,eb87c3fa,0,-4,-1,-7,1,1,0,2,2,1,0,1,-2,0
2023 Tim Hortons Brier,3cb0606e,1,-1,0,-2,0,0,0,1,9,1,1,0,0,0
2023 Tim Hortons Brier,3cb0606e,-2,-3,-3,-3,0,0,0,2,8,1,1,1,-1,0
2023 Tim Hortons Brier,3cb0606e,2,-1,1,-1,0,0,0,3,7,1,1,0,0,0
2023 Tim Hortons Brier,3cb0606e,-3,0,2,-1,0,0,0,4,6,1,1,1,1,0
2023 Tim Hortons Brier,3cb0606e,-1,2,1,3,-1,-1,0,3,5,0,1,0,2,0
2023 Tim Hortons Brier,3cb0606e,2,0,-1,1,0,0,0,2,4,0,1,1,-1,0
2023 Tim Hortons Brier,3cb0606e,-3,1,1,2,-1,0,-1,3,3,1,1,0,2,0
2023 Tim Hortons Brier,3cb0606e,0,-5,2,0,0,0,2,2,2,0,1,1,-1,0
2023 Tim Hortons Brier,3cb0606e,-3,-2,-1,-6,1,1,0,3,1,1,1,0,-1,0
2023 Tim Hortons Brier,3cb0606e,-1,1,0,-3,1,1,0,4,0,1,1,1,-1,0
2023 Tim Hortons Brier,3cb0606e,-2,-5,-1,-4,2,3,0,5,-1,1,1,0,-1,0
2023 Tim Hortons Brier,9ceadf51,1,4,3,3,-1,-1,0,-1,9,0,0,0,-1,1
2023 Tim Hortons Brier,9ceadf51,1,1,-1,5,-1,0,-1,0,8,1,0,1,2,1
2023 Tim Hortons Brier,9ceadf51,0,3,0,-1,0,0,0,-1,7,0,0,0,-2,1
2023 Tim Hortons Brier,9ceadf51,0,-2,0,-2,1,1,0,0,6,1,0,1,1,1
2023 Tim Hortons Brier,9ceadf51,1,0,4,1,0,0,0,-1,5,0,0,0,1,1
2023 Tim Hortons Brier,9ceadf51,3,0,3,4,-1,-1,0,-2,4,0,0,1,-1,1
2023 Tim Hortons Brier,9ceadf51,-1,1,0,2,-1,1,-2,-1,3,1,0,0,1,1
2023 Tim Hortons Brier,9ceadf51,1,4,8,6,-3,-4,0,-2,2,0,0,1,2,1
2023 Tim Hortons Brier,9ceadf51,0,4,6,0,0,0,0,-3,1,0,0,0,-1,1
2023 Tim Hortons Brier,9ceadf51,1,-1,4,3,-1,2,-2,-2,0,1,0,1,1,1
2023 Tim Hortons Brier,e93e8de9,4,2,-4,0,0,0,0,-1,9,0,0,0,-1,1
2023 Tim Hortons Brier,e93e8de9,2,-2,1,1,0,0,0,0,8,1,0,1,2,1
2023 Tim Hortons Brier,e93e8de9,4,2,3,4,-1,-1,0,-1,7,0,0,0,1,1
2023 Tim Hortons Brier,e93e8de9,2,2,0,3,0,0,0,-2,6,0,0,1,-1,1
2023 Tim Hortons Brier,e93e8de9,4,4,-1,-3,0,1,-2,-1,5,1,0,0,1,1
2023 Tim Hortons Brier,e93e8de9,1,-2,4,3,-2,-2,0,-2,4,0,0,1,-1,1
2023 Tim Hortons Brier,e93e8de9,0,-4,4,-7,1,1,0,-1,3,1,0,0,-1,1
2023 Tim Hortons Brier,e93e8de9,2,-1,4,-2,1,1,0,0,2,1,0,1,1,1
2023 Tim Hortons Brier,e93e8de9,4,0,0,-2,0,-2,0,-1,1,0,0,0,0,1
2023 Tim Hortons Brier,e93e8de9,-1,5,5,0,-2,-3,0,-2,0,0,0,1,1,1
2023 Tim Hortons Brier,f4eacf6c,-2,-1,-1,-3,1,1,0,1,9,1,1,0,-1,0
2023 Tim Hortons Brier,f4eacf6c,-2,-1,-4,5,0,2,-1,2,8,1,1,1,2,0
2023 Tim Hortons Brier,f4eacf6c,0,2,3,1,-1,-1,0,1,7,0,1,0,-1,0
2023 Tim Hortons Brier,f4eacf6c,-1,-1,-1,-2,0,0,0,2,6,1,1,1,1,0
2023 Tim Hortons Brier,f4eacf6c,0,-3,2,2,-1,-1,0,1,5,0,1,0,-1,0
2023 Tim Hortons Brier,f4eacf6c,0,-1,1,-2,0,0,0,2,4,1,1,1,0,0
2023 Tim Hortons Brier,f4eacf6c,-3,3,1,2,0,0,0,3,3,1,1,0,0,0
2023 Tim Hortons Brier,f4eacf6c,0,0,-2,-4,1,2,-1,4,2,1,1,1,-1,0
2023 Tim Hortons Brier,f4eacf6c,0,2,-1,-3,1,1,0,5,1,1,1,0,1,0
2023 Tim Hortons Brier,f4eacf6c,-1,0,-1,0,0,-1,1,4,0,0,1,1,-1,0
2023 Tim Hortons Brier,36d0b1ba,2,-5,-2,-7,1,0,1,-1,9,0,0,0,-2,0
2023 Tim Hortons Brier,36d0b1ba,0,3,0,3,0,1,-1,0,8,1,0,1,3,0
2023 Tim Hortons Brier,36d0b1ba,-1,-1,1,-1,0,0,0,-1,7,0,0,0,-1,0
2023 Tim Hortons Brier,36d0b1ba,-2,-2,0,0,0,0,0,0,6,1,0,1,1,0
2023 Tim Hortons Brier,36d0b1ba,-3,0,0,2,-1,-1,0,-1,5,0,0,0,1,0
2023 Tim Hortons Brier,36d0b1ba,0,1,-5,3,0,-1,1,-2,4,0,0,1,-1,0
2023 Tim Hortons Brier,36d0b1ba,0,0,-3,-2,1,1,0,-1,3,1,0,0,-2,0
2023 Tim Hortons Brier,36d0b1ba,0,1,-1,-4,1,1,0,0,2,1,0,1,-1,0
2023 Tim Hortons Brier,36d0b1ba,0,4,-1,-2,0,0,-1,1,1,1,0,0,1,0
2023 Tim Hortons Brier,36d0b1ba,2,-3,-1,-2,0,0,0,0,0,0,0,1,-3,0
2023 Tim Hortons Brier,f375b98a,-8,0,0,-3,0,2,0,1,9,1,1,0,-1,1
2023 Tim Hortons Brier,f375b98a,-1,0,-1,4,-1,0,-1,2,8,1,1,1,2,1
2023 Tim Hortons Brier,f375b98a,4,0,0,5,-1,-2,0,1,7,0,1,0,1,1
2023 Tim Hortons Brier,f375b98a,-1,1,1,1,0,0,0,0,6,0,1,1,-1,1
2023 Tim Hortons Brier,f375b98a,1,-4,-1,-2,0,1,0,1,5,1,1,0,1,1
2023 Tim Hortons Brier,f375b98a,0,1,-5,3,0,0,0,0,4,0,1,1,-1,1
2023 Tim Hortons Brier,f375b98a,1,-2,0,-3,0,0,0,1,3,1,1,0,-1,1
2023 Tim Hortons Brier,f375b98a,-1,0,2,6,-1,0,-1,2,2,1,1,1,2,1
2023 Tim Hortons Brier,f375b98a,-1,2,7,-1,-1,-1,0,1,1,0,1,0,-1,1
2023 Tim Hortons Brier,f375b98a,-3,1,0,0,0,0,0,2,0,1,1,1,2,1
2023 Tim Hortons Brier,fd1bc71e,1,6,3,0,-1,0,-2,1,9,1,1,0,2,1
2023 Tim Hortons Brier,fd1bc71e,4,1,0,6,-1,-1,0,0,8,0,1,1,1,1
2023 Tim Hortons Brier,fd1bc71e,1,-1,-1,2,0,0,1,-1,7,0,1,0,-1,1
2023 Tim Hortons Brier,fd1bc71e,0,0,1,-3,1,1,0,0,6,1,1,1,-1,1
2023 Tim Hortons Brier,fd1bc71e,2,1,2,2,0,0,0,1,5,1,1,0,3,1
2023 Tim Hortons Brier,fd1bc71e,2,0,1,-1,0,0,0,0,4,0,1,1,-1,1
2023 Tim Hortons Brier,fd1bc71e,0,1,2,3,-1,0,-1,1,3,1,1,0,2,1
2023 Tim Hortons Brier,fd1bc71e,0,1,4,1,-2,-2,0,0,2,0,1,1,-1,1
2023 Tim Hortons Brier,f5068930,-2,-3,0,0,0,0,0,-1,9,0,0,0,0,0
2023 Tim Hortons Brier,f5068930,-1,-3,-6,1,0,0,0,-2,8,0,0,1,-2,0
2023 Tim Hortons Brier,f5068930,0,2,3,2,0,0,0,-1,7,1,0,0,2,0
2023 Tim Hortons Brier,f5068930,2,2,3,1,0,0,0,-2,6,0,0,1,-1,0
2023 Tim Hortons Brier,f5068930,-1,-3,-5,-2,0,0,0,-1,5,1,0,0,1,0
2023 Tim Hortons Brier,f5068930,2,1,-1,1,-1,-1,0,-2,4,0,0,1,1,0
2023 Tim Hortons Brier,f5068930,-2,2,-3,4,-1,-1,0,-3,3,0,0,0,-1,0
2023 Tim Hortons Brier,f5068930,-1,-3,-3,-2,1,1,0,-2,2,1,0,1,-3,0
2023 Tim Hortons Brier,f5068930,0,0,0,-2,0,0,0,-1,1,1,0,0,0,0
2023 Tim Hortons Brier,0e178be4,-2,2,2,2,0,0,0,-1,9,0,0,0,-1,0
2023 Tim Hortons Brier,0e178be4,-4,1,1,3,0,0,0,0,8,1,0,1,2,0
2023 Tim Hortons Brier,0e178be4,1,-2,3,1,-1,-1,0,-1,7,0,0,0,-1,0
2023 Tim Hortons Brier,0e178be4,-2,1,0,3,0,1,0,0,6,1,0,1,0,0
2023 Tim Hortons Brier,0e178be4,1,-1,-3,-5,1,1,0,1,5,1,0,0,-2,0
2023 Tim Hortons Brier,0e178be4,0,-5,2,-1,0,1,0,2,4,1,0,1,1,0
2023 Tim Hortons Brier,0e178be4,-1,1,-1,-5,1,0,1,1,3,0,0,0,-3,0
2023 Tim Hortons Brier,0e178be4,-2,-1,-3,-2,0,0,0,2,2,1,0,1,-2,0
2023 Tim Hortons Brier,d4cbbec9,0,-3,2,0,0,0,0,-1,9,0,0,0,0,0
2023 Tim Hortons Brier,d4cbbec9,1,1,-4,-3,1,0,1,-2,8,0,0,1,-1,0
2023 Tim Hortons Brier,d4cbbec9,-1,0,1,0,0,0,0,-1,7,1,0,0,1,0
2023 Tim Hortons Brier,d4cbbec9,-1,4,2,-4,1,0,1,-2,6,0,0,1,0,0
2023 Tim Hortons Brier,d4cbbec9,0,-2,4,1,0,0,0,-3,5,0,0,0,-1,0
2023 Tim Hortons Brier,d4cbbec9,0,-1,1,-5,1,1,0,-2,4,1,0,1,-2,0
2023 Tim Hortons Brier,d4cbbec9,1,-2,-1,0,0,0,0,-1,3,1,0,0,1,0
2023 Tim Hortons Brier,d4cbbec9,0,2,0,2,-1,-1,0,-2,2,0,0,1,-1,0
2023 Tim Hortons Brier,d4cbbec9,-2,0,0,-4,1,1,0,-1,1,1,0,0,-1,0
2023 Tim Hortons Brier,ff557730,-3,5,1,1,0,0,0,1,9,1,1,0,0,1
2023 Tim Hortons Brier,ff557730,1,2,1,3,1,1,-1,2,8,1,1,1,2,1
2023 Tim Hortons Brier,ff557730,-3,4,1,0,0,0,0,1,7,0,1,0,-1,1
2023 Tim Hortons Brier,ff557730,0,-1,0,3,-1,0,-1,2,6,1,1,1,3,1
2023 Tim Hortons Brier,ff557730,-2,0,3,-1,0,0,0,1,5,0,1,0,-1,1
2023 Tim Hortons Brier,ff557730,2,-1,4,2,0,1,-1,2,4,1,1,1,0,1
2023 Tim Hortons Brier,ff557730,-4,1,0,-1,0,1,-1,3,3,1,1,0,1,1
2023 Tim Hortons Brier,ff557730,2,3,2,-2,0,0,0,2,2,0,1,1,-2,1
2023 Tim Hortons Brier,ff557730,-1,-1,-2,2,0,0,0,3,1,1,1,0,2,1
2023 Tim Hortons Brier,61d66c99,-2,4,-1,0,0,0,0,-1,9,0,0,0,-2,1
2023 Tim Hortons Brier,61d66c99,0,-2,0,3,0,0,0,0,8,1,0,1,1,1
2023 Tim Hortons Brier,61d66c99,-3,-5,-1,0,0,0,1,-1,7,0,0,0,-2,1
2023 Tim Hortons Brier,61d66c99,0,-1,-2,0,0,0,0,0,6,1,0,1,2,1
2023 Tim Hortons Brier,61d66c99,1,5,-1,-3,0,0,0,-1,5,0,0,0,-2,1
2023 Tim Hortons Brier,61d66c99,-3,2,-2,3,0,0,-1,0,4,1,0,1,2,1
2023 Tim Hortons Brier,61d66c99,0,-2,-1,8,-2,-2,0,-1,3,0,0,0,1,1
2023 Tim Hortons Brier,61d66c99,-2,0,0,0,0,0,0,-2,2,0,0,1,-1,1
2023 Tim Hortons Brier,61d66c99,-2,-2,-4,0,0,1,0,-1,1,1,0,0,2,1
2023 Tim Hortons Brier,61d66c99,0,2,-2,5,-1,-1,0,-2,0,0,0,1,1,1
2023 Tim Hortons Brier,ef4b697c,0,-1,0,0,0,0,0,1,9,1,1,0,1,0
2023 Tim Hortons Brier,ef4b697c,3,-2,2,3,0,-1,0,0,8,0,1,1,1,0
2023 Tim Hortons Brier,ef4b697c,0,0,-1,-6,1,0,1,-1,7,0,1,0,-4,0
2023 Tim Hortons Brier,ef4b697c,-1,0,1,4,0,0,0,0,6,1,1,1,2,0
2023 Tim Hortons Brier,ef4b697c,0,0,0,1,0,0,0,-1,5,0,1,0,-1,0
2023 Tim Hortons Brier,ef4b697c,0,2,0,2,0,0,0,0,4,1,1,1,2,0
2023 Tim Hortons Brier,ef4b697c,0,2,2,0,0,0,0,-1,3,0,1,0,-1,0
2023 Tim Hortons Brier,ef4b697c,-1,0,-3,-4,1,1,0,0,2,1,1,1,0,0
2023 Tim Hortons Brier,ef4b697c,0,-1,-4,-1,1,1,0,1,1,1,1,0,-1,0
2023 Tim Hortons Brier,ef4b697c,-1,3,0,-2,0,0,-1,2,0,1,1,1,1,0
2023 Tim Hortons Brier,ef4b697c,2,-1,0,0,0,0,0,1,-1,0,1,0,-2,0
2023 Tim Hortons Brier,458ee39d,-3,1,0,2,0,0,0,1,9,1,1,0,2,1
2023 Tim Hortons Brier,458ee39d,0,4,-3,0,1,-2,2,0,8,0,1,1,-2,1
2023 Tim Hortons Brier,458ee39d,0,1,0,4,-1,0,-1,1,7,1,1,0,2,1
2023 Tim Hortons Brier,458ee39d,0,0,1,1,0,0,0,0,6,0,1,1,-2,1
2023 Tim Hortons Brier,458ee39d,-1,5,3,5,-1,0,-2,1,5,1,1,0,4,1
