event,game,delta_lead,delta_second,delta_third,delta_fourth,delta_backend_zeroes,delta_zeroes_hammer,delta_zeroes_steal,delta_ends_hammer,ends_remaining,team_a_hammer,LSFE_a,is_even_end,a_margin,a_win_game
2023 Tim Hortons Brier,458ee39d,0,-1,8,2,-2,-2,0,0,4,0,1,1,-1,1
2023 Tim Hortons Brier,458ee39d,1,0,0,5,0,0,-1,1,3,1,1,0,2,1
2023 Tim Hortons Brier,458ee39d,-3,2,1,2,0,0,1,0,2,0,1,1,-1,1
2023 Tim Hortons Brier,cc930375,-1,4,4,-1,0,0,-1,1,9,1,1,0,1,1
2023 Tim Hortons Brier,cc930375,1,1,-4,2,-1,-1,0,0,8,0,1,1,-1,1
2023 Tim Hortons Brier,cc930375,0,2,0,-1,0,1,-1,1,7,1,1,0,-1,1
2023 Tim Hortons Brier,cc930375,0,2,-1,1,0,1,-1,2,6,1,1,1,1,1
2023 Tim Hortons Brier,cc930375,-4,2,-5,-1,1,0,2,1,5,0,1,0,-4,1
2023 Tim Hortons Brier,cc930375,1,-1,0,4,0,0,0,2,4,1,1,1,3,1
2023 Tim Hortons Brier,cc930375,1,-1,4,2,-1,-1,0,1,3,0,1,0,-1,1
2023 Tim Hortons Brier,cc930375,-1,-1,0,3,0,1,-1,2,2,1,1,1,2,1
2023 Tim Hortons Brier,cc930375,-2,2,1,6,-1,-1,0,1,1,0,1,0,2,1
2023 Tim Hortons Brier,cc930375,0,2,1,3,-1,-2,0,0,0,0,1,1,2,1
2023 Tim Hortons Brier,5ebc0952,1,-4,-1,-2,0,1,0,1,9,1,1,0,1,1
2023 Tim Hortons Brier,5ebc0952,0,6,2,5,-1,-2,0,0,8,0,1,1,1,1
2023 Tim Hortons Brier,5ebc0952,-3,3,4,6,-3,-3,1,-1,7,0,1,0,3,1
2023 Tim Hortons Brier,5ebc0952,6,5,1,3,-1,-3,0,-2,6,0,1,1,1,1
2023 Tim Hortons Brier,5ebc0952,0,0,0,3,0,0,0,-3,5,0,1,0,-1,1
2023 Tim Hortons Brier,5ebc0952,-4,0,2,-3,1,2,0,-2,4,1,1,1,1,1
2023 Tim Hortons Brier,5ebc0952,2,1,2,-1,0,0,0,-3,3,0,1,0,-1,1
2023 Tim Hortons Brier,5ebc0952,-4,3,1,-4,1,2,-1,-2,2,1,1,1,-1,1
2023 Tim Hortons Brier,e7248f5e,-2,2,2,-2,1,1,0,1,9,1,1,0,0,0
2023 Tim Hortons Brier,e7248f5e,1,-1,-1,1,0,0,0,2,8,1,1,1,1,0
2023 Tim Hortons Brier,e7248f5e,2,1,1,2,-1,-1,0,1,7,0,1,0,-2,0
2023 Tim Hortons Brier,e7248f5e,0,-1,0,-3,0,0,0,2,6,1,1,1,1,0
2023 Tim Hortons Brier,e7248f5e,-2,-1,1,6,-1,-1,0,1,5,0,1,0,-1,0
2023 Tim Hortons Brier,e7248f5e,1,0,-1,2,0,0,0,2,4,1,1,1,2,0
2023 Tim Hortons Brier,e7248f5e,-2,3,-1,-1,0,0,0,1,3,0,1,0,-2,0
2023 Tim Hortons Brier,e7248f5e,0,-2,0,-1,0,0,0,2,2,1,1,1,1,0
2023 Tim Hortons Brier,e7248f5e,-2,0,0,-3,0,0,0,1,1,0,1,0,-3,0
2023 Tim Hortons Brier,aec3b9cb,0,-1,1,-1,1,1,0,1,9,1,1,0,2,1
2023 Tim Hortons Brier,aec3b9cb,1,4,2,4,-1,-2,0,0,8,0,1,1,1,1
2023 Tim Hortons Brier,aec3b9cb,-2,5,2,3,0,-2,1,-1,7,0,1,0,3,1
2023 Tim Hortons Brier,aec3b9cb,0,2,-5,3,0,-1,1,-2,6,0,1,1,1,1
2023 Tim Hortons Brier,aec3b9cb,1,-1,3,4,-1,-1,1,-3,5,0,1,0,-1,1
2023 Tim Hortons Brier,aec3b9cb,-4,0,0,4,-1,1,-1,-2,4,1,1,1,2,1
2023 Tim Hortons Brier,aec3b9cb,1,0,1,0,0,-1,1,-3,3,0,1,0,0,1
2023 Tim Hortons Brier,aec3b9cb,2,-1,0,0,0,0,0,-4,2,0,1,1,-1,1
2023 Tim Hortons Brier,df4fee12,1,1,1,0,0,0,0,1,9,1,1,0,2,1
2023 Tim Hortons Brier,df4fee12,2,-2,0,1,0,0,0,0,8,0,1,1,-1,1
2023 Tim Hortons Brier,df4fee12,0,2,1,5,-1,0,-1,1,7,1,1,0,3,1
2023 Tim Hortons Brier,df4fee12,0,4,-4,-6,2,0,2,0,6,0,1,1,-3,1
2023 Tim Hortons Brier,df4fee12,1,0,-1,0,0,0,-1,1,5,1,1,0,1,1
2023 Tim Hortons Brier,df4fee12,2,4,0,4,-1,-2,0,0,4,0,1,1,3,1
2023 Tim Hortons Brier,df4fee12,-6,1,-1,-2,0,0,1,-1,3,0,1,0,-2,1
2023 Tim Hortons Brier,df4fee12,-2,2,-2,-6,1,1,0,0,2,1,1,1,-1,1
2023 Tim Hortons Brier,df4fee12,-1,-1,0,-3,0,0,0,1,1,1,1,0,1,1
2023 Tim Hortons Brier,f9632eb6,0,0,-2,2,0,0,0,1,9,1,1,0,2,1
2023 Tim Hortons Brier,f9632eb6,0,4,2,1,0,0,0,0,8,0,1,1,-1,1
2023 Tim Hortons Brier,f9632eb6,3,1,1,5,0,0,0,1,7,1,1,0,2,1
2023 Tim Hortons Brier,f9632eb6,-2,4,-1,2,0,0,0,0,6,0,1,1,-1,1
2023 Tim Hortons Brier,f9632eb6,0,2,1,-2,0,0,0,1,5,1,1,0,-1,1
2023 Tim Hortons Brier,f9632eb6,1,-1,2,2,0,1,0,2,4,1,1,1,3,1
2023 Tim Hortons Brier,f9632eb6,0,1,-1,7,-1,-1,0,1,3,0,1,0,4,1
2023 Tim Hortons Brier,f9632eb6,-8,-4,1,-2,0,0,3,0,2,0,1,1,-1,1
2023 Tim Hortons Brier,be09db7f,-3,0,2,0,0,0,1,-1,9,0,0,0,-1,0
2023 Tim Hortons Brier,be09db7f,-5,2,-4,0,0,0,0,0,8,1,0,1,0,0
2023 Tim Hortons Brier,be09db7f,-1,-3,-2,-2,1,1,0,1,7,1,0,0,1,0
2023 Tim Hortons Brier,be09db7f,1,-1,1,-4,0,0,0,0,6,0,0,1,-3,0
2023 Tim Hortons Brier,be09db7f,-1,1,-2,0,0,1,-1,1,5,1,0,0,1,0
2023 Tim Hortons Brier,be09db7f,2,-2,1,2,-1,-1,0,0,4,0,0,1,-1,0
2023 Tim Hortons Brier,be09db7f,0,3,-6,0,0,1,-1,1,3,1,0,0,-1,0
2023 Tim Hortons Brier,be09db7f,0,5,0,-3,1,1,-1,2,2,1,0,1,0,0
2023 Tim Hortons Brier,be09db7f,-3,0,4,-2,-1,0,-1,3,1,1,0,0,1,0
2023 Tim Hortons Brier,8a78303f,1,0,2,0,0,0,0,1,9,1,1,0,0,1
2023 Tim Hortons Brier,8a78303f,1,1,4,0,-1,0,-1,2,8,1,1,1,1,1
2023 Tim Hortons Brier,8a78303f,1,0,3,2,-1,-1,0,1,7,0,1,0,-1,1
2023 Tim Hortons Brier,8a78303f,0,3,3,5,0,0,0,2,6,1,1,1,3,1
2023 Tim Hortons Brier,8a78303f,-1,-1,4,3,0,0,0,1,5,0,1,0,-1,1
2023 Tim Hortons Brier,8a78303f,-2,1,1,2,0,0,0,2,4,1,1,1,2,1
2023 Tim Hortons Brier,8a78303f,-2,1,0,2,0,0,0,1,3,0,1,0,-1,1
2023 Tim Hortons Brier,8a78303f,0,0,-2,-1,0,0,0,2,2,1,1,1,2,1
2023 Tim Hortons Brier,e5166313,3,-1,2,1,0,0,0,-1,9,0,0,0,0,1
2023 Tim Hortons Brier,e5166313,3,1,1,4,-1,-3,0,-2,8,0,0,1,1,1
2023 Tim Hortons Brier,e5166313,2,-3,0,-1,0,0,0,-3,7,0,0,0,-1,1
2023 Tim Hortons Brier,e5166313,0,0,1,5,-1,0,-1,-2,6,1,0,1,3,1
2023 Tim Hortons Brier,e5166313,2,4,1,4,0,0,0,-3,5,0,0,0,1,1
2023 Tim Hortons Brier,e5166313,2,1,6,-1,0,0,0,-4,4,0,0,1,-1,1
2023 Tim Hortons Brier,e5166313,-2,1,0,4,-1,0,-1,-3,3,1,0,0,5,1
2023 Tim Hortons Brier,e5166313,2,-4,0,-3,1,0,2,-4,2,0,0,1,-2,1
2023 Tim Hortons Brier,58e6248e,3,1,2,4,-1,-1,0,-1,9,0,0,0,0,1
2023 Tim Hortons Brier,58e6248e,-3,3,1,2,-1,-1,0,-2,8,0,0,1,1,1
2023 Tim Hortons Brier,58e6248e,-1,3,2,1,0,0,0,-3,7,0,0,0,1,1
2023 Tim Hortons Brier,58e6248e,-1,0,-1,-5,1,0,1,-4,6,0,0,1,-3,1
2023 Tim Hortons Brier,58e6248e,-3,3,0,4,-1,0,-1,-3,5,1,0,0,3,1
2023 Tim Hortons Brier,58e6248e,1,-2,2,5,-1,-1,0,-4,4,0,0,1,1,1
2023 Tim Hortons Brier,58e6248e,1,1,0,1,0,0,0,-5,3,0,0,0,-1,1
2023 Tim Hortons Brier,58e6248e,3,-2,0,7,-1,0,-1,-4,2,1,0,1,3,1
2023 Tim Hortons Brier,cc34ae70,-1,1,-3,-3,1,1,0,1,9,1,1,0,-2,0
2023 Tim Hortons Brier,cc34ae70,-1,-1,-2,-4,1,1,0,2,8,1,1,1,-1,0
2023 Tim Hortons Brier,cc34ae70,0,-4,0,2,0,1,0,3,7,1,1,0,1,0
2023 Tim Hortons Brier,cc34ae70,3,-2,0,0,-1,-1,0,2,6,0,1,1,0,0
2023 Tim Hortons Brier,cc34ae70,0,0,0,-3,0,0,0,1,5,0,1,0,-2,0
2023 Tim Hortons Brier,cc34ae70,-1,-1,-1,-2,0,0,0,2,4,1,1,1,1,0
2023 Tim Hortons Brier,cc34ae70,0,0,-1,0,0,0,0,1,3,0,1,0,-1,0
2023 Tim Hortons Brier,cc34ae70,0,-3,-3,-2,0,0,0,2,2,1,1,1,1,0
2023 Tim Hortons Brier,cc34ae70,4,-2,0,0,0,-1,0,1,1,0,1,0,-1,0
2023 Tim Hortons Brier,f5b54ab5,0,-2,-1,1,0,0,0,-1,9,0,0,0,-1,0
2023 Tim Hortons Brier,f5b54ab5,-2,0,-1,5,-1,0,-1,0,8,1,0,1,2,0
2023 Tim Hortons Brier,f5b54ab5,-2,-5,-1,-1,0,0,1,-1,7,0,0,0,-2,0
2023 Tim Hortons Brier,f5b54ab5,-3,-2,-4,-1,0,0,0,0,6,1,0,1,-1,0
2023 Tim Hortons Brier,f5b54ab5,0,-3,2,-1,0,0,0,1,5,1,0,0,2,0
2023 Tim Hortons Brier,f5b54ab5,0,-6,-2,-4,0,0,1,0,4,0,0,1,-4,0
2023 Tim Hortons Brier,f5b54ab5,0,-2,0,-1,0,0,0,1,3,1,0,0,2,0
2023 Tim Hortons Brier,f5b54ab5,-2,-4,-4,-3,1,0,3,0,2,0,0,1,-2,0
2023 Tim Hortons Brier,f5b54ab5,1,3,2,-1,0,0,0,1,1,1,0,0,3,0
2023 Tim Hortons Brier,f5b54ab5,0,2,-3,-4,1,0,1,0,0,0,0,1,-3,0
2023 Tim Hortons Brier,15625930,2,-2,3,-1,-1,-1,0,-1,9,0,0,0,0,1
2023 Tim Hortons Brier,15625930,0,1,-6,-5,0,0,0,-2,8,0,0,1,-4,1
2023 Tim Hortons Brier,15625930,-1,0,3,2,0,0,0,-1,7,1,0,0,2,1
2023 Tim Hortons Brier,15625930,0,0,2,-1,0,0,0,-2,6,0,0,1,-1,1
2023 Tim Hortons Brier,15625930,3,2,-1,8,-2,0,-2,-1,5,1,0,0,4,1
2023 Tim Hortons Brier,15625930,5,4,1,7,-1,-1,0,-2,4,0,0,1,1,1
2023 Tim Hortons Brier,15625930,1,4,-3,2,1,0,1,-3,3,0,0,0,0,1
2023 Tim Hortons Brier,15625930,0,4,-3,-3,0,0,0,-4,2,0,0,1,-2,1
2023 Tim Hortons Brier,15625930,0,4,1,-2,0,1,-2,-3,1,1,0,0,0,1
2023 Tim Hortons Brier,15625930,4,1,1,4,0,0,-1,-2,0,1,0,1,1,1
2023 Tim Hortons Brier,5248cc3a,-1,2,3,4,-1,-1,0,-1,9,0,0,0,1,0
2023 Tim Hortons Brier,5248cc3a,-5,0,0,-4,1,0,1,-2,8,0,0,1,-3,0
2023 Tim Hortons Brier,5248cc3a,1,3,0,-4,1,1,-1,-1,7,1,0,0,-2,0
2023 Tim Hortons Brier,5248cc3a,0,-1,-5,0,1,1,0,0,6,1,0,1,1,0
2023 Tim Hortons Brier,5248cc3a,3,0,3,6,-1,-2,0,-1,5,0,0,0,3,0
2023 Tim Hortons Brier,5248cc3a,3,0,-3,-4,0,0,0,-2,4,0,0,1,-2,0
2023 Tim Hortons Brier,5248cc3a,-2,0,5,-1,0,0,0,-1,3,1,0,0,1,0
2023 Tim Hortons Brier,5248cc3a,1,-1,5,2,-1,-1,0,-2,2,0,0,1,-1,0
2023 Tim Hortons Brier,5248cc3a,-1,-1,-5,3,0,0,0,-1,1,1,0,0,2,0
2023 Tim Hortons Brier,5248cc3a,4,0,0,3,-1,-2,0,-2,0,0,0,1,0,0
2023 Tim Hortons Brier,12f413f8,2,-1,4,-5,0,0,0,-1,9,0,0,0,-2,0
2023 Tim Hortons Brier,12f413f8,-3,-4,-5,3,0,0,0,0,8,1,0,1,0,0
2023 Tim Hortons Brier,12f413f8,-2,-4,-7,0,1,1,0,1,7,1,0,0,1,0
2023 Tim Hortons Brier,12f413f8,-2,-4,-2,1,-1,-1,0,0,6,0,0,1,-1,0
2023 Tim Hortons Brier,12f413f8,-1,-4,-3,2,0,0,0,1,5,1,0,0,1,0
2023 Tim Hortons Brier,12f413f8,0,-1,0,-7,1,0,1,0,4,0,0,1,-3,0
2023 Tim Hortons Brier,12f413f8,-1,-2,0,-2,0,0,0,1,3,1,0,0,1,0
2023 Tim Hortons Brier,12f413f8,0,-4,-3,-3,0,0,0,0,2,0,0,1,-4,0
2023 Tim Hortons Brier,e7b5023f,-1,-2,-4,-2,1,2,0,1,9,1,1,0,-1,0
2023 Tim Hortons Brier,e7b5023f,-2,2,3,-2,0,0,0,2,8,1,1,1,1,0
2023 Tim Hortons Brier,e7b5023f,1,0,-5,1,1,0,1,1,7,0,1,0,-2,0
2023 Tim Hortons Brier,e7b5023f,-2,0,-1,0,0,0,0,2,6,1,1,1,1,0
2023 Tim Hortons Brier,e7b5023f,1,-3,-3,4,-1,-1,0,1,5,0,1,0,1,0
2023 Tim Hortons Brier,e7b5023f,2,1,-1,0,0,0,0,0,4,0,1,1,-1,0
2023 Tim Hortons Brier,e7b5023f,0,-1,0,-6,2,2,0,1,3,1,1,0,-1,0
2023 Tim Hortons Brier,e7b5023f,1,-6,-1,-7,1,2,0,2,2,1,1,1,-2,0
2023 Tim Hortons Brier,e7b5023f,1,1,-2,0,0,0,0,3,1,1,1,0,1,0
2023 Tim Hortons Brier,e7b5023f,8,0,0,0,0,-2,0,2,0,0,1,1,2,0
2023 Tim Hortons Brier,0b9488b3,1,0,1,0,0,0,0,-1,9,0,0,0,0,0
2023 Tim Hortons Brier,0b9488b3,2,1,3,-3,-1,-2,0,-2,8,0,0,1,-1,0
2023 Tim Hortons Brier,0b9488b3,0,0,4,-1,0,0,0,-1,7,1,0,0,1,0
2023 Tim Hortons Brier,0b9488b3,-1,0,4,4,-2,-2,0,-2,6,0,0,1,1,0
2023 Tim Hortons Brier,0b9488b3,3,1,5,2,-3,-4,0,-3,5,0,0,0,2,0
2023 Tim Hortons Brier,0b9488b3,-5,0,0,-4,0,0,0,-4,4,0,0,1,-3,0
2023 Tim Hortons Brier,0b9488b3,1,-2,-5,-3,1,1,0,-3,3,1,0,0,-1,0
2023 Tim Hortons Brier,0b9488b3,-2,-6,4,0,0,1,0,-2,2,1,0,1,1,0
2023 Tim Hortons Brier,0b9488b3,1,-2,0,-2,1,0,1,-3,1,0,0,0,-2,0
2023 Tim Hortons Brier,0b9488b3,-2,-2,2,0,-1,0,-1,-2,0,1,0,1,2,0
2023 Tim Hortons Brier,0b9488b3,0,0,0,-1,0,0,0,-3,-1,0,0,0,-2,0
2023 Tim Hortons Brier,8b722183,0,-2,0,3,0,0,0,1,9,1,1,0,2,1
2023 Tim Hortons Brier,8b722183,0,2,3,0,-1,-1,0,0,8,0,1,1,1,1
2023 Tim Hortons Brier,8b722183,3,3,1,3,0,-1,0,-1,7,0,1,0,1,1
2023 Tim Hortons Brier,8b722183,0,0,-1,-4,0,0,0,-2,6,0,1,1,-4,1
2023 Tim Hortons Brier,8b722183,2,3,2,-2,1,1,-1,-1,5,1,1,0,1,1
2023 Tim Hortons Brier,8b722183,2,1,3,0,0,0,0,-2,4,0,1,1,-1,1
2023 Tim Hortons Brier,8b722183,0,0,0,8,-2,1,-3,-1,3,1,1,0,3,1
2023 Tim Hortons Brier,8b722183,0,0,3,6,-1,-1,0,-2,2,0,1,1,-1,1
2023 Tim Hortons Brier,8b722183,0,3,0,4,-1,0,-1,-1,1,1,1,0,2,1
2023 Tim Hortons Brier,c3ed3eb9,-1,-1,1,2,0,0,0,1,9,1,1,0,2,1
2023 Tim Hortons Brier,c3ed3eb9,0,5,0,-4,0,0,0,0,8,0,1,1,-3,1
2023 Tim Hortons Brier,c3ed3eb9,-1,-2,-2,-7,2,2,0,1,7,1,1,0,-1,1
2023 Tim Hortons Brier,c3ed3eb9,2,3,-3,-2,0,0,0,2,6,1,1,1,1,1
2023 Tim Hortons Brier,c3ed3eb9,1,-2,1,2,0,0,0,1,5,0,1,0,-1,1
2023 Tim Hortons Brier,c3ed3eb9,0,-3,-1,3,-1,0,-1,2,4,1,1,1,2,1
2023 Tim Hortons Brier,c3ed3eb9,1,-1,1,1,0,0,0,1,3,0,1,0,-1,1
2023 Tim Hortons Brier,c3ed3eb9,2,4,-4,2,0,0,0,2,2,1,1,1,2,1
2023 Tim Hortons Brier,c3ed3eb9,1,-4,-2,-2,0,0,0,1,1,0,1,0,-2,1
2023 Tim Hortons Brier,c3ed3eb9,3,-2,-8,5,2,2,0,2,0,1,1,1,2,1
2023 Tim Hortons Brier,4b0b50e2,-1,0,2,-3,1,1,0,1,9,1,1,0,-2,0
2023 Tim Hortons Brier,4b0b50e2,-3,-1,0,-1,0,0,0,2,8,1,1,1,1,0
2023 Tim Hortons Brier,4b0b50e2,0,0,0,0,0,0,0,1,7,0,1,0,0,0
2023 Tim Hortons Brier,4b0b50e2,0,-2,0,-4,0,0,0,0,6,0,1,1,-2,0
2023 Tim Hortons Brier,4b0b50e2,0,-2,0,0,0,0,0,1,5,1,1,0,1,0
2023 Tim Hortons Brier,4b0b50e2,1,1,2,-7,1,0,1,0,4,0,1,1,-3,0
2023 Tim Hortons Brier,4b0b50e2,0,1,-3,0,0,0,0,1,3,1,1,0,1,0
2023 Tim Hortons Brier,4b0b50e2,0,-2,0,0,0,0,0,0,2,0,1,1,-1,0
2023 Tim Hortons Brier,a8a7d674,0,-1,-6,-5,0,0,0,-1,9,0,0,0,-4,0
2023 Tim Hortons Brier,a8a7d674,0,-2,-2,-5,1,1,0,0,8,1,0,1,-1,0
2023 Tim Hortons Brier,a8a7d674,-1,-3,-1,0,0,0,0,1,7,1,0,0,1,0
2023 Tim Hortons Brier,a8a7d674,3,4,-1,4,0,-2,1,0,6,0,0,1,2,0
2023 Tim Hortons Brier,a8a7d674,0,0,0,5,-1,-2,1,-1,5,0,0,0,1,0
2023 Tim Hortons Brier,a8a7d674,1,-2,0,0,0,-1,1,-2,4,0,0,1,-3,0
2023 Tim Hortons Brier,a8a7d674,2,-6,0,-8,2,3,0,-1,3,1,0,0,-2,0
2023 Tim Hortons Brier,a8a7d674,0,0,-2,-4,1,1,0,0,2,1,0,1,-1,0
2023 Tim Hortons Brier,a8fedef2,0,0,0,-2,0,0,0,1,9,1,1,0,1,1
2023 Tim Hortons Brier,a8fedef2,0,4,0,-2,1,-1,1,0,8,0,1,1,-1,1
2023 Tim Hortons Brier,a8fedef2,-2,-2,-2,0,0,1,-1,1,7,1,1,0,1,1
2023 Tim Hortons Brier,a8fedef2,1,2,5,0,0,0,0,0,6,0,1,1,-1,1
2023 Tim Hortons Brier,a8fedef2,0,0,-1,0,0,0,0,1,5,1,1,0,1,1
2023 Tim Hortons Brier,a8fedef2,0,4,2,3,-1,-2,0,0,4,0,1,1,2,1
2023 Tim Hortons Brier,a8fedef2,0,-2,0,6,-1,-1,0,-1,3,0,1,0,2,1
2023 Tim Hortons Brier,a8fedef2,0,0,0,4,-1,-1,0,-2,2,0,1,1,1,1
2023 Tim Hortons Brier,9931a94c,0,-2,-1,1,0,0,0,-1,9,0,0,0,-1,0
2023 Tim Hortons Brier,9931a94c,0,0,-2,0,0,1,-1,0,8,1,0,1,1,0
2023 Tim Hortons Brier,9931a94c,1,-3,0,2,0,0,0,-1,7,0,0,0,-2,0
2023 Tim Hortons Brier,9931a94c,0,-1,0,-2,0,0,0,0,6,1,0,1,1,0
2023 Tim Hortons Brier,9931a94c,-3,-1,0,-2,0,0,0,-1,5,0,0,0,-2,0
2023 Tim Hortons Brier,9931a94c,2,-3,1,1,0,0,0,0,4,1,0,1,3,0
2023 Tim Hortons Brier,9931a94c,2,-2,0,0,0,-1,0,-1,3,0,0,0,0,0
2023 Tim Hortons Brier,9931a94c,4,-2,1,-7,2,-1,2,-2,2,0,0,1,-2,0
2023 Tim Hortons Brier,9931a94c,1,0,4,1,0,0,0,-1,1,1,0,0,1,0
2023 Tim Hortons Brier,9931a94c,0,0,2,-1,0,0,0,-2,0,0,0,1,-3,0
2023 Tim Hortons Brier,da50418d,2,0,0,4,-1,-1,0,-1,9,0,0,0,3,0
2023 Tim Hortons Brier,da50418d,0,4,4,4,-1,-1,0,-2,8,0,0,1,-1,0
2023 Tim Hortons Brier,da50418d,0,-3,-1,1,0,0,0,-1,7,1,0,0,0,0
2023 Tim Hortons Brier,da50418d,8,3,1,1,0,0,-2,0,6,1,0,1,2,0
2023 Tim Hortons Brier,da50418d,0,-2,0,3,0,0,0,-1,5,0,0,0,1,0
2023 Tim Hortons Brier,da50418d,0,-1,-1,-3,0,0,0,-2,4,0,0,1,-3,0
2023 Tim Hortons Brier,da50418d,-1,4,2,-5,1,1,0,-1,3,1,0,0,-3,0
2023 Tim Hortons Brier,da50418d,-1,-2,1,4,-1,0,-1,0,2,1,0,1,2,0
2023 Tim Hortons Brier,da50418d,0,0,0,2,0,0,0,-1,1,0,0,0,-2,0
2023 Tim Hortons Brier,da50418d,-1,0,-8,-2,3,3,0,0,0,1,0,1,-1,0
2023 Tim Hortons Brier,80a1e61a,0,-4,-1,3,-1,-1,0,-1,9,0,0,0,0,0
2023 Tim Hortons Brier,80a1e61a,1,-2,-1,4,-1,-1,0,-2,8,0,0,1,0,0
2023 Tim Hortons Brier,80a1e61a,-2,3,-1,0,0,0,0,-3,7,0,0,0,0,0
2023 Tim Hortons Brier,80a1e61a,2,-2,-1,-5,0,0,1,-4,6,0,0,1,-2,0
2023 Tim Hortons Brier,80a1e61a,0,-2,-5,-2,2,2,0,-3,5,1,0,0,-1,0
2023 Tim Hortons Brier,80a1e61a,-1,-3,-2,-2,0,1,-1,-2,4,1,0,1,-1,0
2023 Tim Hortons Brier,80a1e61a,-3,-1,-1,1,0,0,0,-1,3,1,0,0,2,0
2023 Tim Hortons Brier,80a1e61a,0,-1,-1,-3,0,0,0,-2,2,0,0,1,-2,0
2023 Tim Hortons Brier,80a1e61a,-2,-2,-1,1,0,0,0,-1,1,1,0,0,2,0
2023 Tim Hortons Brier,08cced47,0,-4,0,-2,0,0,1,-1,9,0,0,0,-2,0
2023 Tim Hortons Brier,08cced47,0,-2,-2,-1,0,0,0,0,8,1,0,1,-1,0
2023 Tim Hortons Brier,08cced47,-2,-2,2,-5,1,1,0,1,7,1,0,0,-3,0
2023 Tim Hortons Brier,08cced47,-2,0,-3,-6,1,1,0,2,6,1,0,1,-2,0
2023 Tim Hortons Brier,08cced47,3,-1,-2,0,0,0,0,3,5,1,0,0,1,0
2023 Tim Hortons Brier,08cced47,-1,-4,-2,0,0,0,0,2,4,0,0,1,0,0
2023 Tim Hortons Brier,08cced47,-3,1,-1,5,0,0,0,1,3,0,0,0,1,0
2023 Tim Hortons Brier,08cced47,0,-2,1,-1,0,0,0,0,2,0,0,1,-1,0
2023 Tim Hortons Brier,abd6ea7f,-1,0,0,1,0,0,0,1,9,1,1,0,2,0
2023 Tim Hortons Brier,abd6ea7f,1,1,-2,-2,0,0,0,0,8,0,1,1,-2,0
2023 Tim Hortons Brier,abd6ea7f,0,2,-2,4,0,0,0,1,7,1,1,0,2,0
2023 Tim Hortons Brier,abd6ea7f,-1,-1,-2,-2,0,0,0,0,6,0,1,1,0,0
2023 Tim Hortons Brier,abd6ea7f,1,3,1,0,0,0,0,-1,5,0,1,0,-1,0
2023 Tim Hortons Brier,abd6ea7f,-1,-3,0,2,0,0,0,0,4,1,1,1,2,0
2023 Tim Hortons Brier,abd6ea7f,2,-1,-3,0,1,0,1,-1,3,0,1,0,-2,0
2023 Tim Hortons Brier,abd6ea7f,-1,0,2,-5,1,1,0,0,2,1,1,1,-1,0
2023 Tim Hortons Brier,abd6ea7f,-1,0,0,0,0,1,-1,1,1,1,1,0,1,0
2023 Tim Hortons Brier,abd6ea7f,0,-2,1,-5,1,0,1,0,0,0,1,1,-2,0
2023 Tim Hortons Brier,44680bee,-1,-3,2,2,-1,-1,0,-1,9,0,0,0,0,0
2023 Tim Hortons Brier,44680bee,1,-2,4,1,0,0,0,-2,8,0,0,1,1,0
2023 Tim Hortons Brier,44680bee,3,1,4,0,-1,-1,0,-3,7,0,0,0,-1,0
2023 Tim Hortons Brier,44680bee,-2,1,-1,0,0,0,0,-2,6,1,0,1,1,0
2023 Tim Hortons Brier,44680bee,-1,-1,-2,-1,0,0,0,-3,5,0,0,0,-2,0
2023 Tim Hortons Brier,44680bee,-1,1,3,2,-1,0,-1,-2,4,1,0,1,2,0
2023 Tim Hortons Brier,44680bee,1,0,-5,5,-1,-1,0,-3,3,0,0,0,-1,0
2023 Tim Hortons Brier,44680bee,3,-2,-3,0,0,0,0,-2,2,1,0,1,1,0
2023 Tim Hortons Brier,44680bee,0,0,1,-2,0,0,0,-3,1,0,0,0,-2,0
2023 Tim Hortons Brier,44680bee,2,-1,1,0,0,0,0,-2,0,1,0,1,1,0
2023 Tim Hortons Brier,44680bee,3,-1,2,-4,1,0,1,-3,-1,0,0,0,-1,0
2023 Tim Hortons Brier,bc564eca,-1,-3,1,-1,0,0,1,-1,9,0,0,0,0,1
2023 Tim Hortons Brier,bc564eca,0,2,1,2,0,0,0,-2,8,0,0,1,-1,1
2023 Tim Hortons Brier,bc564eca,-1,-4,0,1,0,0,0,-1,7,1,0,0,1,1
2023 Tim Hortons Brier,bc564eca,0,-3,4,6,-2,-2,0,-2,6,0,0,1,1,1
2023 Tim Hortons Brier,bc564eca,-1,-1,4,3,-1,-1,0,-3,5,0,0,0,1,1
2023 Tim Hortons Brier,bc564eca,1,0,0,0,0,0,0,-4,4,0,0,1,-1,1
2023 Tim Hortons Brier,bc564eca,0,-1,-1,4,0,0,0,-3,3,1,0,0,2,1
2023 Tim Hortons Brier,bc564eca,0,0,2,0,0,0,0,-4,2,0,0,1,-1,1
2023 Tim Hortons Brier,bc564eca,-1,0,-3,0,0,0,0,-3,1,1,0,0,1,1
2023 Tim Hortons Brier,ab846e8f,-1,-6,0,-1,0,0,1,-1,9,0,0,0,0,0
2023 Tim Hortons Brier,ab846e8f,4,-1,-1,-1,0,-1,0,-2,8,0,0,1,-1,0
2023 Tim Hortons Brier,ab846e8f,0,-3,-1,0,0,0,0,-1,7,1,0,0,1,0
